Date,ABL,ACI,ALW,AADs,AGA,AYRTN,BOPP,CAL,CMLT,CFAO,CLYD,CPC,EGH,ETI,EGL,FML,GCB,GOIL,GSR,GWEB,GGBL,HFC,MLC,PKL,PBC,PZC,SWL,SG-SSB,SIC,SCB,SPL,TOTAL,TRANSOL,TBL ,TLW,UNIL,UTB,MAC,ADB,ACCESS
2012-03-15,,0.08,0.11,0.52,34,0.17,1.7,0.25,0.11,,0.04,0.02,3.15,0.11,0.38,2.23,1.83,0.34,2.75,0.04,1.6,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.45,0.38,52.21,0.04,26.1,0.05,0.4,34.5,8.1,0.3,,,
2012-03-16,,0.08,0.11,0.52,34,0.17,1.7,0.25,0.11,,0.04,0.02,3.15,0.1,0.38,2.23,1.85,0.34,2.75,0.04,1.66,0.45,0.1,0.06,0.25,0.23666666666666666,0.02,0.45,0.38,52.21,0.04,26.1,0.05,0.4,33.16,8.1,0.32,,,
2012-03-19,,0.08,0.11,0.52,34,0.17,1.7,0.25,0.11,,0.04,0.02,3.15,0.11,0.38,2.23,1.85,0.34,2.75,0.04,1.67,0.45,0.1,0.06,0.25,0.23666666666666666,0.02,0.44,0.38,52.21,0.04,26.11,0.05,0.4,33.16,8.1,0.31,,,
2012-03-20,,0.08,0.11,0.52,34,0.17,1.7,0.25,0.11,,0.04,0.02,3.15,0.11,0.38,2.23,1.85,0.34,2.75,0.04,1.67,0.45,0.1,0.06,0.25,0.23666666666666666,0.02,0.44,0.38,52.21,0.04,26.13,0.05,0.4,34.0,8.1,0.32,,,
2012-03-21,,0.08,0.09,0.52,34,0.17,1.7,0.25,0.11,,0.04,0.02,3.15,0.11,0.37,2.23,1.85,0.34,2.75,0.04,1.67,0.44,0.1,0.06,0.25,0.23666666666666666,0.02,0.44,0.38,52.21,0.04,26.13,0.05,0.4,33.0,8.1,0.31,,,
2012-03-22,,0.08,0.08,0.53,34,0.17,1.7,0.24,0.11,,0.04,0.02,3.15,0.11,0.38,2.23,1.85,0.33,2.75,0.04,1.67,0.44,0.1,0.06,0.25,0.23666666666666666,0.02,0.44,0.38,52.21,0.04,26.15,0.05,0.4,33.0,8.1,0.31,,,
2012-03-23,,0.08,0.07,0.53,34,0.17,1.7,0.24,0.11,,0.04,0.02,3.15,0.11,0.38,2.23,1.85,0.33,2.75,0.04,1.67,0.45,0.1,0.06,0.25,0.23666666666666666,0.02,0.45,0.38,52.21,0.04,26.16,0.05,0.4,33.0,8.12,0.31,,,
2012-03-26,,0.08,0.07,0.52,34,0.18,1.7,0.25,0.11,,0.04,0.02,3.14,0.11,0.38,2.23,1.85,0.34,2.75,0.04,1.67,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,52.21,0.04,26.2,0.05,0.4,33.0,8.15,0.31,,,
2012-03-27,,0.08,0.06,0.52,34,0.18,1.7,0.24,0.11,,0.04,0.02,3.14,0.11,0.38,2.23,1.85,0.34,2.75,0.04,1.67,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,52.2,0.04,26.2,0.05,0.4,36.02,8.15,0.31,,,
2012-03-28,,0.08,0.05,0.52,34,0.18,1.69,0.24,0.11,,0.04,0.02,3.13,0.12,0.38,2.23,1.85,0.34,2.75,0.04,1.67,0.45,0.11,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,52.2,0.04,26.2,0.05,0.4,34.05,8.15,0.31,,,
2012-03-29,,0.08,0.05,0.52,34,0.18,1.69,0.24,0.11,,0.04,0.02,3.13,0.12,0.38,2.23,1.85,0.34,2.75,0.04,1.67,0.45,0.11,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,52.2,0.04,26.43,0.05,0.4,34.05,8.15,0.3,,,
2012-03-30,,0.08,0.05,0.52,34,0.18,1.69,0.25,0.12,,0.04,0.02,3.13,0.12,0.38,2.23,1.85,0.34,2.75,0.04,1.67,0.45,0.11,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,52.21,0.04,26.5,0.05,0.4,34.05,8.15,0.31,,,
2012-04-02,,0.08,0.05,0.52,34,0.18,1.69,0.25,0.12,,0.04,0.02,3.13,0.12,0.38,2.23,1.85,0.37,2.75,0.04,1.67,0.45,0.11,0.06,0.24,0.23666666666666666,0.02,0.45,0.38,52.2,0.04,26.5,0.05,0.4,34.02,8.15,0.31,,,
2012-04-03,,0.08,0.05,0.52,34,0.18,1.69,0.25,0.12,,0.04,0.02,3.11,0.13,0.38,2.23,1.85,0.37,2.75,0.04,1.67,0.45,0.11,0.06,0.24,0.23666666666666666,0.02,0.45,0.38,52.2,0.04,26.5,0.05,0.4,34.5,8.15,0.31,,,
2012-04-04,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.02,3.11,0.13,0.38,2.23,1.85,0.37,2.75,0.04,1.67,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.45,0.38,52.2,0.04,27.0,0.05,0.4,34.75,8.15,0.3,,,
2012-04-05,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.02,3.09,0.14,0.37,2.23,1.85,0.36,2.75,0.04,1.67,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,52.2,0.04,27.0,0.05,0.4,34.75,8.15,0.3,,,
2012-04-10,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.02,3.1,0.14,0.37,2.2,1.85,0.36,2.75,0.04,1.69,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,52.0,0.04,27.0,0.05,0.4,34.8,8.15,0.3,,,
2012-04-11,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.02,3.1,0.14,0.37,2.2,1.85,0.36,2.75,0.04,1.7,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,51.89,0.04,27.0,0.05,0.4,34.8,8.15,0.3,,,
2012-04-12,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.02,3.09,0.14,0.37,2.2,1.85,0.36,2.75,0.04,1.7,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,51.88,0.04,27.0,0.05,0.4,34.8,8.15,0.3,,,
2012-04-13,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.02,3.1,0.14,0.37,2.2,1.86,0.36,2.75,0.04,1.71,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,51.88,0.04,27.0,0.05,0.4,34.8,8.15,0.3,,,
2012-04-16,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.02,3.1,0.14,0.37,2.2,1.86,0.36,2.75,0.04,1.71,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,51.88,0.04,27.0,0.05,0.4,34.8,8.15,0.3,,,
2012-04-17,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.02,3.1,0.14,0.37,2.2,1.85,0.36,2.75,0.04,1.71,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,51.88,0.04,27.0,0.05,0.4,34.8,8.15,0.3,,,
2012-04-18,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.01,3.1,0.14,0.36,2.2,1.86,0.36,2.75,0.04,1.71,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,51.7,0.04,27.0,0.05,0.4,35.0,8.15,0.3,,,
2012-04-19,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.01,3.1,0.13,0.37,2.2,1.86,0.36,2.75,0.04,1.71,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,51.7,0.04,27.0,0.05,0.4,35.0,8.15,0.31,,,
2012-04-20,,0.08,0.05,0.52,34,0.17,1.65,0.25,0.12,,0.04,0.01,3.05,0.13,0.36,2.18,1.86,0.36,2.75,0.04,1.71,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.38,51.7,0.04,26.97,0.05,0.4,35.01,8.18,0.32,,,
2012-04-23,,0.08,0.05,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.01,3.05,0.14,0.36,2.18,1.87,0.36,2.75,0.04,1.71,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.44,0.37,51.7,0.04,26.97,0.05,0.4,35.01,8.18,0.32,,,
2012-04-24,,0.08,0.05,0.52,34,0.17,1.67,0.24,0.12,,0.04,0.01,3.05,0.14,0.35,2.22,1.9,0.38,2.75,0.04,1.75,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.4,0.38,51.7,0.04,26.97,0.05,0.4,35.01,8.18,0.3,,,
2012-04-25,,0.08,0.05,0.52,34,0.17,1.67,0.25,0.12,,0.04,0.01,3.05,0.15,0.34,2.22,1.9,0.38,2.75,0.04,1.75,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.4,0.38,51.7,0.04,27.0,0.05,0.4,34.85,8.18,0.32,,,
2012-04-26,,0.08,0.05,0.52,34,0.17,1.68,0.25,0.12,,0.04,0.01,3.05,0.14,0.34,2.22,1.9,0.38,2.75,0.04,1.75,0.45,0.1,0.06,0.25,0.23666666666666666,0.02,0.4,0.38,51.4,0.04,26.14,0.05,0.4,34.85,8.2,0.32,,,
2012-04-27,,0.08,0.06,0.52,34,0.17,1.68,0.25,0.12,,0.04,0.01,3.05,0.14,0.34,2.22,1.9,0.38,2.75,0.04,1.75,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.41,0.38,51.4,0.04,26.14,0.05,0.4,34.85,8.2,0.32,,,
2012-04-30,,0.08,0.06,0.52,34,0.17,1.68,0.25,0.12,,0.04,0.01,3.04,0.14,0.34,2.2,1.9,0.38,2.75,0.04,1.75,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.41,0.38,51.4,0.04,26.14,0.05,0.4,34.85,8.3,0.32,,,
2012-05-02,,0.08,0.06,0.52,34,0.17,1.68,0.24,0.12,,0.04,0.01,3.04,0.14,0.34,2.2,1.9,0.38,2.75,0.04,1.75,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.41,0.38,51.3,0.04,26.14,0.05,0.4,34.85,8.3,0.32,,,
2012-05-03,,0.08,0.06,0.52,34,0.17,1.68,0.24,0.12,,0.04,0.01,3.04,0.13,0.34,2.2,1.9,0.38,2.75,0.04,1.75,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.41,0.38,51.3,0.04,26.14,0.05,0.4,34.85,8.3,0.32,,,
2012-05-04,,0.08,0.06,0.52,34,0.17,1.68,0.24,0.12,,0.04,0.01,3.04,0.13,0.34,2.2,1.9,0.38,2.75,0.04,1.75,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.41,0.38,51.3,0.04,26.14,0.05,0.4,34.85,8.3,0.32,,,
2012-05-07,,0.08,0.06,0.52,34,0.17,1.68,0.24,0.12,,0.04,0.02,3.04,0.13,0.34,2.2,1.9,0.38,2.75,0.04,1.7,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.41,0.38,51.3,0.04,26.14,0.05,0.4,38.0,8.3,0.33,,,
2012-05-08,,0.08,0.06,0.52,34,0.17,1.68,0.24,0.12,,0.04,0.02,3.04,0.14,0.34,2.2,1.9,0.38,2.75,0.04,1.7,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.41,0.38,51.25,0.04,26.1,0.05,0.4,38.0,8.3,0.33,,,
2012-05-09,,0.08,0.06,0.52,34,0.17,1.68,0.23,0.12,,0.04,0.02,3.04,0.13,0.34,2.18,1.91,0.39,2.75,0.04,1.75,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.4,0.38,51.25,0.04,26.1,0.05,0.4,38.0,8.3,0.33,,,
2012-05-10,,0.08,0.06,0.52,34,0.17,1.68,0.23,0.12,,0.04,0.02,3.04,0.13,0.33,2.2,1.91,0.39,2.75,0.04,1.75,0.45,0.1,0.06,0.24,0.23666666666666666,0.02,0.4,0.38,51.24,0.04,26.05,0.05,0.4,38.0,8.3,0.33,,,
2012-05-11,,0.08,0.07,0.52,34,0.17,1.68,0.23,0.12,,0.04,0.02,3.04,0.13,0.33,2.2,1.91,0.41,2.75,0.04,1.76,0.43,0.1,0.06,0.24,0.22,0.02,0.4,0.38,51.24,0.04,25.0,0.05,0.4,37.0,8.3,0.33,,,
2012-05-14,,0.08,0.07,0.52,34,0.17,1.68,0.23,0.12,,0.04,0.02,3.04,0.13,0.33,2.2,1.92,0.41,2.75,0.04,1.76,0.45,0.1,0.06,0.24,0.22,0.02,0.4,0.37,51.24,0.04,24.0,0.05,0.4,36.8,8.3,0.33,,,
2012-05-15,,0.08,0.07,0.52,34,0.17,1.65,0.23,0.12,,0.04,0.02,3.04,0.13,0.31,2.2,1.92,0.41,2.75,0.04,1.76,0.45,0.1,0.06,0.24,0.22,0.02,0.4,0.37,51.24,0.04,24.0,0.05,0.4,38.0,8.3,0.33,,,
2012-05-16,,0.08,0.06,0.52,34,0.17,1.65,0.25,0.12,,0.04,0.02,3.04,0.13,0.31,2.2,1.92,0.41,2.75,0.04,1.76,0.45,0.1,0.06,0.24,0.22,0.02,0.4,0.37,50.0,0.04,23.16,0.05,0.4,38.0,8.3,0.33,,,
2012-05-17,,0.08,0.07,0.52,34,0.17,1.65,0.25,0.12,,0.04,0.02,3.04,0.13,0.31,2.2,1.92,0.41,2.75,0.04,1.77,0.45,0.1,0.06,0.24,0.22,0.02,0.4,0.37,50.0,0.04,22.49,0.05,0.4,38.0,8.3,0.33,,,
2012-05-18,,0.08,0.07,0.52,34,0.17,1.65,0.25,0.12,,0.04,0.02,3.0,0.14,0.31,2.2,1.92,0.43,2.75,0.04,1.77,0.45,0.1,0.06,0.24,0.22,0.02,0.4,0.37,50.0,0.04,22.45,0.05,0.4,38.0,8.3,0.33,,,
2012-05-21,,0.08,0.07,0.52,34,0.17,1.65,0.24,0.12,,0.04,0.02,3.0,0.13,0.3,2.2,1.91,0.43,2.75,0.04,1.77,0.45,0.1,0.06,0.24,0.22,0.02,0.39,0.37,50.0,0.04,22.45,0.05,0.4,38.0,8.3,0.33,,,
2012-05-22,,0.08,0.07,0.52,34,0.17,1.64,0.24,0.12,,0.04,0.02,3.0,0.13,0.3,2.2,1.92,0.45,2.75,0.04,1.79,0.45,0.1,0.06,0.24,0.22,0.02,0.39,0.37,49.99,0.04,22.12,0.05,0.4,38.0,8.32,0.33,,,
2012-05-23,,0.08,0.07,0.52,34,0.17,1.64,0.24,0.12,,0.04,0.02,3.0,0.13,0.3,2.15,1.92,0.46,2.75,0.04,1.8,0.45,0.1,0.06,0.24,0.22,0.02,0.38,0.37,49.99,0.04,22.1,0.05,0.4,38.03,8.32,0.33,,,
2012-05-24,,0.08,0.07,0.52,34,0.17,1.64,0.24,0.12,,0.04,0.02,2.97,0.13,0.29,2.15,1.92,0.46,2.75,0.04,1.8,0.45,0.1,0.06,0.24,0.22,0.02,0.37,0.36,49.99,0.04,22.1,0.05,0.4,38.03,8.32,0.33,,,
2012-05-28,,0.08,0.06,0.52,34,0.17,1.64,0.24,0.12,,0.04,0.02,2.95,0.13,0.29,2.09,1.91,0.46,2.75,0.04,1.86,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.36,49.0,0.04,22.0,0.05,0.4,38.05,8.32,0.32,,,
2012-05-29,,0.08,0.06,0.52,34,0.17,1.64,0.24,0.12,,0.04,0.02,2.95,0.13,0.28,2.09,1.92,0.47,2.75,0.04,1.87,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.36,49.0,0.04,21.8,0.05,0.4,38.6,8.35,0.33,,,
2012-05-30,,0.08,0.06,0.52,34,0.17,1.64,0.24,0.12,,0.04,0.02,2.97,0.13,0.28,2.09,1.92,0.47,2.75,0.04,1.87,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.36,48.0,0.04,20.0,0.05,0.4,38.6,8.35,0.32,,,
2012-05-31,,0.08,0.06,0.52,34,0.17,1.64,0.23,0.12,,0.04,0.02,2.97,0.13,0.28,2.09,1.92,0.47,2.75,0.04,1.87,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.36,48.0,0.04,20.0,0.05,0.4,38.5,8.35,0.32,,,
2012-06-01,,0.08,0.06,0.52,34,0.17,1.64,0.23,0.12,,0.04,0.02,2.97,0.13,0.28,2.07,1.92,0.47,2.75,0.04,1.88,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.36,48.0,0.04,19.96,0.05,0.4,38.5,8.35,0.32,,,
2012-06-04,,0.08,0.06,0.52,34,0.17,1.64,0.23,0.12,,0.04,0.02,3.02,0.13,0.28,2.0,1.92,0.49,2.75,0.04,1.88,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.36,48.0,0.04,19.96,0.05,0.4,38.5,8.35,0.31,,,
2012-06-05,,0.08,0.06,0.52,34,0.17,1.62,0.23,0.12,,0.04,0.02,3.02,0.13,0.28,1.9,1.92,0.49,2.75,0.04,1.95,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.36,48.0,0.04,19.5,0.05,0.4,38.5,8.35,0.31,,,
2012-06-06,,0.08,0.06,0.52,34,0.17,1.63,0.23,0.12,,0.04,0.02,3.0,0.13,0.28,1.9,1.92,0.49,2.75,0.04,1.95,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.36,48.0,0.04,19.48,0.05,0.4,38.54,8.35,0.33,,,
2012-06-07,,0.08,0.06,0.52,34,0.17,1.64,0.23,0.12,,0.04,0.02,3.01,0.13,0.28,1.9,1.92,0.49,2.75,0.04,1.97,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.35,47.0,0.04,19.48,0.05,0.4,38.51,8.35,0.32,,,
2012-06-08,,0.08,0.06,0.52,34,0.17,1.64,0.22,0.12,,0.04,0.02,3.01,0.13,0.28,1.9,1.92,0.48,2.75,0.04,1.97,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.35,47.0,0.04,19.47,0.05,0.4,38.54,8.3,0.32,,,
2012-06-11,,0.08,0.06,0.52,34,0.17,1.63,0.23,0.12,,0.04,0.03,3.01,0.13,0.28,1.9,1.92,0.49,2.75,0.04,2.06,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.34,47.0,0.04,19.47,0.05,0.4,38.55,8.3,0.33,,,
2012-06-12,,0.08,0.06,0.52,34,0.17,1.64,0.24,0.12,,0.04,0.03,3.01,0.13,0.28,1.9,1.92,0.49,2.75,0.04,2.12,0.45,0.1,0.06,0.24,0.22,0.02,0.36,0.33,47.0,0.04,19.47,0.05,0.4,38.55,8.3,0.33,,,
2012-06-13,,0.08,0.05,0.52,34,0.17,1.64,0.25,0.12,,0.04,0.02,3.0,0.13,0.28,1.92,1.94,0.49,2.75,0.04,2.11,0.45,0.1,0.06,0.24,0.22,0.02,0.38,0.33,46.94,0.04,19.47,0.05,0.4,38.55,8.3,0.32,,,
2012-06-14,,0.08,0.05,0.52,34,0.17,1.64,0.26,0.12,,0.04,0.02,3.01,0.13,0.28,1.92,1.94,0.49,2.75,0.04,2.11,0.45,0.1,0.06,0.24,0.22,0.02,0.41,0.33,47.0,0.04,19.47,0.05,0.4,38.55,8.3,0.32,,,
2012-06-15,,0.08,0.05,0.52,34,0.17,1.64,0.26,0.12,,0.04,0.02,3.01,0.13,0.28,1.92,1.94,0.5,2.75,0.04,2.11,0.45,0.1,0.06,0.24,0.22,0.02,0.42,0.33,47.0,0.04,19.47,0.05,0.4,38.55,8.3,0.32,,,
2012-06-18,,0.08,0.05,0.52,34,0.17,1.64,0.26,0.12,,0.04,0.02,3.01,0.13,0.27,1.92,1.95,0.49,2.75,0.04,2.11,0.45,0.1,0.06,0.24,0.22,0.02,0.44,0.32,47.0,0.04,19.45,0.05,0.4,38.55,8.3,0.32,,,
2012-06-19,,0.08,0.05,0.52,34,0.17,1.64,0.26,0.12,,0.04,0.02,3.01,0.12,0.27,1.92,1.95,0.49,2.75,0.04,2.11,0.45,0.1,0.06,0.24,0.22,0.02,0.44,0.31,46.83,0.04,19.45,0.05,0.4,38.55,8.3,0.32,,,
2012-06-20,,0.08,0.05,0.52,34,0.17,1.64,0.27,0.12,,0.04,0.02,3.01,0.12,0.28,1.93,1.95,0.48,2.75,0.04,2.11,0.45,0.1,0.06,0.24,0.22,0.02,0.46,0.31,46.83,0.04,19.45,0.05,0.4,38.5,8.3,0.32,,,
2012-06-21,,0.08,0.05,0.52,34,0.17,1.64,0.27,0.12,,0.04,0.02,3.03,0.13,0.28,1.93,1.96,0.48,2.75,0.04,2.11,0.45,0.1,0.06,0.24,0.22,0.02,0.46,0.31,46.83,0.04,19.45,0.05,0.4,38.5,8.3,0.32,,,
2012-06-22,,0.08,0.05,0.52,34,0.17,1.64,0.28,0.12,,0.04,0.02,3.03,0.13,0.28,1.93,1.96,0.48,2.75,0.04,2.12,0.45,0.1,0.06,0.24,0.22,0.02,0.46,0.31,46.11,0.04,19.45,0.05,0.4,38.5,8.3,0.32,,,
2012-06-25,,0.08,0.05,0.52,34,0.17,1.64,0.28,0.12,,0.04,0.02,3.03,0.13,0.28,1.93,1.96,0.49,2.75,0.04,2.13,0.45,0.1,0.06,0.24,0.2,0.02,0.46,0.31,46.11,0.04,19.45,0.05,0.4,38.5,8.3,0.32,,,
2012-06-26,,0.08,0.05,0.52,34,0.17,1.64,0.29,0.12,,0.04,0.02,3.02,0.13,0.28,1.93,1.96,0.49,2.75,0.04,2.14,0.45,0.1,0.06,0.24,0.19,0.02,0.46,0.32,46.09,0.04,19.44,0.05,0.4,38.5,8.3,0.32,,,
2012-06-27,,0.08,0.05,0.52,34,0.17,1.64,0.29,0.12,,0.04,0.02,3.04,0.13,0.28,1.93,1.97,0.49,2.75,0.04,2.14,0.45,0.1,0.06,0.24,0.19,0.02,0.46,0.33,46.09,0.04,19.44,0.05,0.4,38.5,8.3,0.32,,,
2012-06-28,,0.08,0.05,0.52,34,0.17,1.64,0.29,0.12,,0.04,0.02,3.04,0.13,0.28,1.93,1.97,0.49,2.75,0.04,2.3,0.45,0.1,0.06,0.24,0.19,0.02,0.46,0.33,46.09,0.04,19.43,0.05,0.4,38.5,8.3,0.32,,,
2012-06-29,,0.08,0.05,0.52,34,0.17,1.64,0.29,0.12,,0.04,0.02,2.98,0.14,0.28,1.93,1.97,0.49,2.75,0.04,2.3,0.45,0.1,0.06,0.24,0.19,0.02,0.46,0.33,46.09,0.04,19.43,0.05,0.4,38.5,8.3,0.32,,,
2012-07-03,,0.08,0.05,0.52,34,0.17,1.64,0.3,0.12,,0.04,0.02,2.98,0.13,0.28,1.93,1.97,0.49,2.75,0.04,2.3,0.45,0.1,0.06,0.24,0.19,0.02,0.46,0.32,46.09,0.04,19.43,0.05,0.4,38.5,8.3,0.32,,,
2012-07-04,,0.08,0.05,0.52,34,0.17,1.64,0.3,0.12,,0.04,0.02,2.98,0.13,0.28,1.95,2.0,0.49,2.75,0.04,2.3,0.45,0.1,0.06,0.24,0.19,0.02,0.46,0.33,46.08,0.04,19.43,0.05,0.4,38.5,8.3,0.32,,,
2012-07-05,,0.08,0.05,0.52,34,0.17,1.64,0.3,0.12,,0.04,0.02,2.98,0.12,0.29,1.95,2.0,0.49,2.75,0.04,2.3,0.45,0.1,0.06,0.21,0.19,0.02,0.46,0.32,46.08,0.04,19.43,0.05,0.4,38.5,8.3,0.32,,,
2012-07-06,,0.08,0.05,0.52,34,0.17,1.64,0.3,0.12,,0.04,0.02,2.98,0.12,0.29,1.96,2.0,0.49,2.75,0.04,2.35,0.45,0.1,0.06,0.21,0.19,0.02,0.46,0.32,45.89,0.04,19.4,0.05,0.4,38.55,8.3,0.32,,,
2012-07-09,,0.08,0.05,0.52,34,0.17,1.64,0.3,0.12,,0.04,0.01,2.98,0.12,0.29,1.96,2.0,0.49,2.75,0.04,2.35,0.45,0.1,0.06,0.21,0.18,0.02,0.46,0.32,45.89,0.04,19.4,0.05,0.4,38.55,8.3,0.32,,,
2012-07-10,,0.08,0.05,0.52,34,0.17,1.6,0.3,0.12,,0.04,0.01,2.98,0.13,0.29,1.96,2.0,0.49,2.75,0.04,2.35,0.45,0.1,0.06,0.21,0.18,0.02,0.46,0.32,45.89,0.04,19.4,0.05,0.4,38.55,8.3,0.3,,,
2012-07-11,,0.08,0.05,0.52,34,0.17,1.6,0.3,0.12,,0.04,0.01,2.98,0.12,0.29,1.96,2.0,0.49,2.75,0.04,2.35,0.45,0.1,0.06,0.2,0.18,0.02,0.46,0.32,45.8,0.04,19.4,0.05,0.4,38.51,8.3,0.3,,,
2012-07-12,,0.08,0.05,0.52,34,0.17,1.6,0.3,0.12,,0.04,0.01,2.98,0.12,0.29,1.96,2.0,0.49,2.75,0.04,2.35,0.45,0.1,0.06,0.2,0.18,0.02,0.46,0.33,45.8,0.04,19.4,0.05,0.4,38.55,8.3,0.3,,,
2012-07-13,,0.08,0.05,0.52,34,0.17,1.6,0.3,0.12,,0.04,0.01,2.98,0.12,0.29,1.96,2.0,0.49,2.75,0.04,2.35,0.45,0.1,0.06,0.2,0.18,0.02,0.46,0.33,45.0,0.04,19.3,0.05,0.4,38.55,8.3,0.3,,,
2012-07-16,,0.08,0.05,0.52,34,0.17,1.6,0.3,0.12,,0.04,0.01,2.98,0.12,0.29,1.97,2.0,0.49,2.75,0.04,2.3,0.45,0.1,0.06,0.2,0.18,0.02,0.46,0.33,45.0,0.04,19.3,0.05,0.4,38.55,8.3,0.3,,,
2012-07-17,,0.08,0.05,0.52,34,0.17,1.6,0.3,0.12,,0.04,0.02,2.98,0.12,0.28,1.99,2.0,0.49,2.75,0.04,2.3,0.45,0.1,0.06,0.2,0.18,0.02,0.46,0.33,45.0,0.04,18.01,0.05,0.4,38.55,8.3,0.3,,,
2012-07-18,,0.08,0.05,0.52,34,0.17,1.6,0.3,0.12,,0.04,0.02,2.98,0.12,0.29,2.0,2.01,0.5,2.75,0.04,2.35,0.45,0.1,0.06,0.2,0.18,0.02,0.46,0.33,45.0,0.04,18.01,0.05,0.4,38.55,8.3,0.3,,,
2012-07-19,,0.08,0.05,0.52,34,0.17,1.6,0.31,0.12,,0.04,0.02,2.98,0.11,0.29,2.01,2.01,0.5,2.75,0.04,2.35,0.45,0.1,0.06,0.2,0.18,0.02,0.46,0.33,45.0,0.04,18.0,0.05,0.4,38.55,8.3,0.3,,,
2012-07-20,,0.08,0.05,0.52,34,0.17,1.6,0.31,0.12,,0.04,0.02,2.96,0.11,0.29,2.01,2.0,0.5,2.75,0.04,2.35,0.45,0.09,0.06,0.2,0.18,0.02,0.45,0.33,45.0,0.04,18.0,0.05,0.4,38.55,8.3,0.3,,,
2012-07-23,,0.08,0.05,0.52,34,0.17,1.6,0.31,0.12,,0.04,0.02,2.98,0.11,0.29,2.01,2.0,0.51,2.75,0.04,2.35,0.45,0.09,0.06,0.2,0.18,0.02,0.45,0.32,44.9,0.04,18.0,0.05,0.4,38.55,8.3,0.29,,,
2012-07-24,,0.08,0.06,0.52,34,0.17,1.6,0.31,0.12,,0.04,0.02,2.98,0.11,0.29,2.06,2.0,0.51,2.75,0.04,2.35,0.45,0.09,0.06,0.2,0.18,0.02,0.45,0.32,44.88,0.04,18.0,0.05,0.4,38.55,8.3,0.29,,,
2012-07-25,,0.08,0.06,0.52,34,0.17,1.58,0.31,0.12,,0.04,0.02,2.98,0.11,0.29,2.07,2.0,0.51,2.75,0.04,2.34,0.45,0.09,0.06,0.2,0.18,0.02,0.45,0.33,44.88,0.04,18.0,0.05,0.4,38.55,8.3,0.29,,,
