Date,HFC,UNIL,MLC,ALW,PBC,GGBL,CMLT,SWL,FML,SCB,GCB
1990-11-12,,1800.0,,,,83.0,,,25.0,200.0,
1990-11-20,,1600.0,,,,85.0,,,25.0,200.0,
1990-11-23,,1650.0,,,,85.0,,,25.0,200.0,
1990-11-27,,1655.0,,,,86.0,,,25.0,255.0,
1990-11-30,,1655.0,,,,84.0,,,25.0,255.0,
1990-12-04,,1655.0,,,,84.0,,,25.0,255.0,
1990-12-07,,1650.0,,,,75.0,,,24.0,268.0,
1990-12-11,,1650.0,,,,70.0,,,24.0,268.0,
1990-12-14,,1645.0,,,,70.0,,,22.0,268.0,
1990-12-18,,1650.0,,,,61.0,,,22.0,268.0,
1990-12-21,,1640.0,,,,50.0,,,22.0,268.0,
1990-12-28,,1645.0,,,,50.0,,,22.0,268.0,
1991-01-04,,1647.0,,,,47.0,,,19.0,268.0,
1991-01-08,,1644.0,,,,42.0,,,18.0,268.0,
1991-01-11,,1644.0,,,,39.0,,,17.0,308.0,
1991-01-15,,1644.0,,,,36.0,,,16.0,315.0,
1991-01-18,,1600.0,,,,30.0,,,16.0,320.0,
1991-01-22,,1600.0,,,,30.0,,,17.0,320.0,
1991-01-25,,1600.0,,,,28.0,,,17.0,326.0,
1991-01-29,,1600.0,,,,28.0,,,17.0,328.0,
1991-02-01,,1600.0,,,,26.0,,,18.0,330.0,
1991-02-05,,1620.0,,,,30.0,,,17.0,332.0,
1991-02-08,,1600.0,,,,28.0,,,17.0,335.0,
1991-02-12,,1600.0,,,,29.0,,,17.0,337.0,
1991-02-15,,1585.0,,,,30.0,,,17.0,338.0,
1991-02-19,,1585.0,,,,28.0,,,17.0,339.0,
1991-02-22,,1585.0,,,,27.0,,,18.0,339.0,
1991-02-26,,1585.0,,,,26.0,,,18.0,339.0,
1991-03-01,,1585.0,,,,26.0,,,20.0,341.0,
1991-03-05,,1500.0,,,,25.0,,,18.0,341.0,
1991-03-08,,1500.0,,,,23.0,,,20.0,341.0,
1991-03-12,,1500.0,,,,23.0,,,18.0,341.0,
1991-03-15,,1500.0,,,,22.0,,,17.0,341.0,
1991-03-19,,1500.0,,,,22.0,,,17.0,341.0,
1991-03-22,,1500.0,,,,22.0,,,17.0,341.0,
1991-03-26,,1450.0,,,,22.0,,,17.0,341.0,
1991-04-02,,1450.0,,,,22.0,,,17.0,342.0,
1991-04-05,,1450.0,,,,22.0,,,17.0,342.0,
1991-04-09,,1450.0,,,,22.0,,,17.0,342.0,
1991-04-12,,1450.0,,,,22.0,,,16.0,315.0,
1991-04-16,,1450.0,,,,22.0,,,16.0,315.0,
1991-04-19,,1397.0,,,,22.0,,,15.0,315.0,
1991-04-23,,1397.0,,,,22.0,,,16.0,315.0,
1991-04-26,,1397.0,,,,23.0,,,16.0,317.0,
1991-04-30,,1397.0,,,,23.0,,,16.0,317.0,
1991-05-03,,1397.0,,,,23.0,,,16.0,317.0,
1991-05-07,,1397.0,,,,22.0,,,15.0,317.0,
1991-05-10,,1397.0,,,,22.0,,,15.0,317.0,
1991-05-14,,1397.0,,,,22.0,,,15.0,317.0,
1991-05-17,,1000.0,,,,22.0,,,15.0,316.0,
1991-05-21,,1350.0,,,,22.0,,,15.0,316.0,
1991-05-24,,1350.0,,,,22.0,,,15.0,316.0,
1991-05-28,,1350.0,,,,22.0,,,15.0,316.0,
1991-05-31,,1350.0,,,,22.0,,,15.0,316.0,
1991-06-05,,1350.0,,,,22.0,,,15.0,317.0,
1991-06-07,,1340.0,,,,22.0,,,16.0,317.0,
1991-06-11,,1340.0,,,,22.0,,,16.0,317.0,
1991-06-14,,1340.0,,,,23.0,,,16.0,317.0,
1991-06-18,,1340.0,,,,23.0,,,18.0,319.0,
1991-06-21,,1340.0,,,,23.0,,,18.0,319.0,
1991-06-25,,1340.0,,,,23.0,,,18.0,319.0,
1991-06-28,,1340.0,,,,23.0,,,18.0,319.0,
1991-07-02,,1340.0,,,,23.0,,,18.0,319.0,
1991-07-05,,1340.0,,,,23.0,,,18.0,319.0,
1991-07-09,,1340.0,,,,23.0,,,18.0,319.0,
1991-07-12,,1339.0,,,,23.0,,,18.0,321.0,
1991-07-16,,1339.0,,,,22.0,,,18.0,321.0,
1991-07-19,,1339.0,,,,22.0,,,18.0,321.0,
1991-07-23,,1339.0,,,,22.0,,,18.0,323.0,
1991-07-26,,1339.0,,,,22.0,,,17.0,323.0,
1991-07-30,,1339.0,,,,22.0,,,18.0,323.0,
1991-08-02,,1339.0,,,,22.0,,,18.0,323.0,
1991-08-06,,1339.0,,,,22.0,,,18.0,324.0,
1991-08-09,,1339.0,,,,22.0,,,18.0,324.0,
1991-08-13,,1339.0,,,,22.0,,,20.0,325.0,
1991-08-16,,1339.0,,,,22.0,,,21.0,327.0,
1991-08-20,,1339.0,,,,22.0,,,21.0,327.0,
1991-08-23,,1339.0,,,,22.0,,,22.0,327.0,
1991-08-27,,1339.0,,,,22.0,,,23.0,330.0,
1991-08-30,,1338.0,,,,22.0,,,24.0,330.0,
1991-09-03,,1338.0,,,,22.0,,,25.0,330.0,
1991-09-06,,1338.0,,,,22.0,,,26.0,336.0,
1991-09-10,,1338.0,,,,22.0,,,27.0,338.0,
1991-09-13,,1338.0,,,,21.0,,,28.0,338.0,
1991-09-17,,1300.0,,,,20.0,,,29.0,338.0,
1991-09-20,,1300.0,,,,20.0,,,29.0,338.0,
1991-09-24,,1300.0,,,,21.0,,,29.0,338.0,
1991-09-27,,1300.0,,,,21.0,,,30.0,338.0,
1991-10-01,,1300.0,,,,21.0,,,32.0,338.0,
1991-10-04,,1300.0,,,,21.0,,,34.0,338.0,
1991-10-08,,1300.0,,,,21.0,,,40.0,338.0,
1991-10-11,,1300.0,,,,21.0,,,45.0,342.0,
1991-10-15,,1300.0,,,,21.0,,,52.0,342.0,
1991-10-18,,1300.0,,,,22.0,,,60.0,360.0,
1991-10-22,,1235.0,,,,22.0,,,68.0,342.0,
1991-10-25,,1300.0,,,,22.0,,,71.0,360.0,
1991-10-29,,1300.0,,,,22.0,,,75.0,363.0,
1991-11-01,,1300.0,,,,22.0,,,79.0,363.0,
1991-11-05,,1300.0,,,,22.0,,,83.0,363.0,
1991-11-08,,1300.0,,,,22.0,,,87.0,365.0,
1991-11-12,,1300.0,,,,22.0,,,101.0,369.0,
1991-11-15,,1250.0,,,,21.0,,,109.0,369.0,
1991-11-19,,1250.0,,,,22.0,,,114.0,380.0,
1991-11-22,,1250.0,,,,22.0,,,120.0,380.0,
1991-11-26,,1250.0,,,,22.0,,,130.0,380.0,
1991-11-29,,1250.0,,,,22.0,,,138.0,399.0,
1991-12-03,,1250.0,,,,22.0,,,145.0,399.0,
1991-12-06,,1250.0,,,,22.0,,,152.0,399.0,
1991-12-10,,1240.0,,,,22.0,,,154.0,399.0,
1991-12-13,,1240.0,,,,23.0,,,153.0,419.0,
1991-12-17,,1240.0,,,,23.0,,,152.0,419.0,
1991-12-20,,1240.0,,,,23.0,,,150.0,419.0,
1991-12-24,,1240.0,,,,24.0,,,148.0,419.0,
1991-12-30,,1240.0,,,,26.0,,,145.0,419.0,
1992-01-03,,1240.0,,,,28.0,,,145.0,419.0,
1992-01-07,,1240.0,,,,32.0,,,143.0,419.0,
1992-01-10,,1240.0,,,,39.0,,,143.0,430.0,
1992-01-14,,1240.0,,,,46.0,,,129.0,435.0,
1992-01-17,,1240.0,,,,50.0,,,127.0,436.0,
1992-01-21,,1240.0,,,,53.0,,,121.0,436.0,
1992-01-24,,1240.0,,,,56.0,,,119.0,436.0,
1992-01-28,,1240.0,,,,59.0,,,119.0,436.0,
1992-01-31,,1240.0,,,,62.0,,,119.0,436.0,
1992-02-04,,1240.0,,,,65.0,,,110.0,436.0,
1992-02-07,,1100.0,,,,68.0,,,108.0,436.0,
1992-02-11,,1100.0,,,,71.0,,,103.0,436.0,
1992-02-14,,1100.0,,,,71.0,,,102.0,436.0,
1992-02-18,,1100.0,,,,64.0,,,102.0,436.0,
1992-02-21,,1100.0,,,,61.0,,,105.0,445.0,
1992-02-25,,1100.0,,,,60.0,,,110.0,445.0,
1992-02-28,,1000.0,,,,57.0,,,112.0,445.0,
1992-03-03,,1000.0,,,,56.0,,,113.0,445.0,
1992-03-09,,1000.0,,,,56.0,,,113.0,445.0,
1992-03-13,,1000.0,,,,55.0,,,113.0,451.0,
1992-03-17,,1000.0,,,,55.0,,,113.0,452.0,
1992-03-20,,990.0,,,,55.0,,,113.0,452.0,
1992-03-24,,990.0,,,,53.0,,,113.0,452.0,
1992-03-27,,985.0,,,,52.0,,,113.0,460.0,
1992-03-31,,975.0,,,,52.0,,,112.0,460.0,
1992-04-03,,969.0,,,,47.0,,,112.0,460.0,
1992-04-07,,969.0,,,,44.0,,,112.0,460.0,
1992-04-10,,969.0,,,,44.0,,,111.0,460.0,
1992-04-14,,969.0,,,,44.0,,,111.0,462.0,
1992-04-21,,969.0,,,,44.0,,,111.0,462.0,
1992-04-24,,969.0,,,,44.0,,,111.0,462.0,
1992-04-28,,955.0,,,,44.0,,,111.0,462.0,
1992-05-05,,955.0,,,,44.0,,,111.0,462.0,
1992-05-08,,955.0,,,,44.0,,,111.0,462.0,
1992-05-12,,952.0,,,,44.0,,,111.0,462.0,
1992-05-15,,951.0,,,,44.0,,,111.0,462.0,
1992-05-19,,950.0,,,,44.0,,,111.0,464.0,
1992-05-22,,950.0,,,,44.0,,,111.0,464.0,
1992-05-26,,950.0,,,,44.0,,,111.0,464.0,
1992-05-29,,950.0,,,,43.0,,,111.0,464.0,
1992-06-02,,948.0,,,,43.0,,,111.0,464.0,
1992-06-05,,948.0,,,,43.0,,,111.0,464.0,
1992-06-09,,948.0,,,,41.0,,,110.0,464.0,
1992-06-12,,945.0,,,,41.0,,,109.0,480.0,
1992-06-16,,945.0,,,,41.0,,,109.0,480.0,
1992-06-19,,950.0,,,,41.0,,,109.0,480.0,
1992-06-23,,951.0,,,,41.0,,,109.0,480.0,
1992-06-26,,960.0,,,,41.0,,,109.0,480.0,
1992-06-30,,1008.0,,,,41.0,,,109.0,485.0,
1992-07-03,,1061.0,,,,41.0,,,109.0,485.0,
1992-07-07,,1118.0,,,,41.0,,,108.0,485.0,
1992-07-10,,1194.0,,,,41.0,,,108.0,490.0,
1992-07-14,,1300.0,,,,41.0,,,108.0,490.0,
1992-07-17,,1451.0,,,,39.0,,,103.0,500.0,
1992-07-21,,1610.0,,,,41.0,,,100.0,521.0,
1992-07-24,,1800.0,,,,41.0,,,100.0,521.0,
1992-07-28,,1820.0,,,,41.0,,,95.0,521.0,
1992-07-31,,1820.0,,,,39.0,,,90.0,521.0,
1992-08-04,,1820.0,,,,39.0,,,90.0,535.0,
1992-08-07,,1820.0,,,,39.0,,,90.0,535.0,
1992-08-11,,1820.0,,,,39.0,,,92.0,535.0,
1992-08-14,,1820.0,,,,39.0,,,97.0,535.0,
1992-08-18,,1820.0,,,,39.0,,,102.0,535.0,
1992-08-21,,1820.0,,,,39.0,,,107.0,535.0,
1992-08-25,,1820.0,,,,39.0,,,112.0,540.0,
1992-08-28,,1820.0,,,,39.0,,,118.0,540.0,
1992-09-01,,1820.0,,,,39.0,,,124.0,540.0,
1992-09-04,,1820.0,,,,39.0,,,132.0,540.0,
1992-09-08,,1820.0,,,,39.0,,,135.0,540.0,
1992-09-11,,1820.0,,,,39.0,,,136.0,540.0,
1992-09-15,,1820.0,,,,39.0,,,130.0,540.0,
1992-09-18,,1820.0,,,,39.0,,,130.0,540.0,
1992-09-22,,1820.0,,,,41.0,,,130.0,540.0,
1992-09-25,,1820.0,,,,44.0,,,129.0,540.0,
1992-09-29,,1820.0,,,,48.0,,,129.0,540.0,
1992-10-02,,1820.0,,,,51.0,,,129.0,540.0,
1992-10-06,,1820.0,,,,52.0,,,129.0,540.0,
1992-10-09,,1820.0,,,,49.0,,,129.0,540.0,
1992-10-13,,1820.0,,,,49.0,,,129.0,540.0,
1992-10-16,,1820.0,,,,47.0,,,129.0,540.0,
1992-10-20,,1820.0,,,,47.0,,,129.0,540.0,
1992-10-23,,1820.0,,,,46.0,,,129.0,540.0,
1992-10-27,,1820.0,,,,46.0,,,129.0,540.0,
1992-10-30,,1820.0,,,,45.0,,,123.0,540.0,
1992-11-03,,1820.0,,,,46.0,,,123.0,540.0,
1992-11-06,,1820.0,,,,46.0,,,122.0,540.0,
1992-11-10,,1820.0,,,,46.0,,,121.0,540.0,
1992-11-13,,1820.0,,,,46.0,,,119.0,540.0,
1992-11-17,,1820.0,,,,46.0,,,113.0,540.0,
1992-11-20,,1820.0,,,,45.0,,,107.0,540.0,
1992-11-24,,1820.0,,,,45.0,,,102.0,540.0,
1992-11-27,,364.0,,,,45.0,,,100.0,540.0,
1992-12-01,,360.0,,,,41.0,,,95.0,540.0,
1992-12-08,,352.0,,,,39.0,,,92.0,540.0,
1992-12-11,,334.0,,,,37.0,,,87.0,540.0,
1992-12-15,,317.0,,,,35.0,,,83.0,540.0,
1992-12-18,,301.0,,,,33.0,,,80.0,540.0,
1992-12-22,,286.0,,,,33.0,,,84.0,540.0,
1992-12-29,,272.0,,,,34.0,,,88.0,540.0,
1993-01-05,,286.0,,,,34.0,,,93.0,540.0,
1993-01-08,,300.0,,,,39.0,,,107.0,540.0,
1993-01-12,,318.0,,,,46.0,,,107.0,545.0,
1993-01-15,,339.0,,,,48.0,,,120.0,545.0,
1993-01-19,,365.0,,,,50.0,,,129.0,545.0,
1993-01-22,,392.0,,,,53.0,,,154.0,550.0,
1993-01-26,,418.0,,,,50.0,,,163.0,550.0,
1993-01-29,,430.0,,,,50.0,,,171.0,550.0,
1993-02-02,,435.0,,,,50.0,,,171.0,550.0,
1993-02-05,,455.0,,,,50.0,,,168.0,570.0,
1993-02-09,,460.0,,,,48.0,,,160.0,570.0,
1993-02-12,,462.0,,,,46.0,,,152.0,570.0,
1993-02-16,,458.0,,,,44.0,,,144.0,570.0,
1993-02-19,,458.0,,,,42.0,,,137.0,581.0,
1993-02-23,,413.0,,,,42.0,,,130.0,585.0,
1993-02-26,,392.0,,,,42.0,,,124.0,585.0,
1993-03-02,,372.0,,,,42.0,,,118.0,593.0,
1993-03-05,,353.0,,,,42.0,,,124.0,610.0,
1993-03-09,,354.0,,,,42.0,,,130.0,610.0,
1993-03-12,,363.0,,,,43.0,,,137.0,610.0,
1993-03-16,,365.0,,,,45.0,,,137.0,610.0,
1993-03-19,,372.0,,,,57.0,,,143.0,610.0,
1993-03-23,,400.0,,,,57.0,,,143.0,610.0,
1993-03-26,,400.0,,,,57.0,,,143.0,610.0,
1993-03-30,,399.0,,,,56.0,,,156.0,610.0,
1993-04-02,,398.0,,,,54.0,,,151.0,615.0,
1993-04-08,,398.0,,,,54.0,,,150.0,615.0,
1993-04-13,,398.0,,,,54.0,,,150.0,630.0,
1993-04-16,,398.0,,,,54.0,,,150.0,630.0,
1993-04-20,,398.0,,,,54.0,,,143.0,630.0,
1993-04-23,,390.0,,,,51.0,,,136.0,636.0,
1993-04-27,,398.0,,,,50.0,,,130.0,636.0,
1993-04-30,,398.0,,,,50.0,,,137.0,636.0,
1993-05-04,,399.0,,,,50.0,,,137.0,636.0,
1993-05-07,,400.0,,,,50.0,,,142.0,649.0,
1993-05-11,,400.0,,,,50.0,,,149.0,649.0,
1993-05-14,,400.0,,,,50.0,,,154.0,649.0,
1993-05-18,,400.0,,,,50.0,,,160.0,656.0,
1993-05-21,,400.0,,,,50.0,,,160.0,656.0,
1993-05-25,,400.0,,,,50.0,,,152.0,656.0,
1993-05-28,,405.0,,,,50.0,,,152.0,656.0,
1993-06-01,,410.0,,,,48.0,,,144.0,656.0,
1993-06-08,,410.0,,,,48.0,,,137.0,656.0,
1993-06-11,,416.0,,,,46.0,,,137.0,670.0,
1993-06-15,,425.0,,,,48.0,,,140.0,680.0,
1993-06-18,,428.0,,,,50.0,,,147.0,692.0,
1993-06-22,,420.0,,,,50.0,,,151.0,692.0,
1993-06-25,,420.0,,,,50.0,,,151.0,692.0,
1993-06-29,,415.0,,,,50.0,,,151.0,692.0,
1993-07-02,,409.0,,,,50.0,,,151.0,692.0,
1993-07-06,,400.0,,,,50.0,,,151.0,692.0,
1993-07-09,,406.0,,,,50.0,,,159.0,692.0,
1993-07-13,,406.0,,,,50.0,,,160.0,692.0,
1993-07-16,,404.0,,,,50.0,,,164.0,692.0,
1993-07-20,,400.0,,,,50.0,,,162.0,692.0,
1993-07-23,,400.0,,,,49.0,,,162.0,703.0,
1993-07-27,,394.0,,,,51.0,,,163.0,738.0,
1993-07-30,,398.0,,,,54.0,,,160.0,738.0,
1993-08-03,,400.0,,,,54.0,,,160.0,780.0,
1993-08-06,,420.0,,,,54.0,,,160.0,817.0,
1993-08-10,,420.0,,,,54.0,,,160.0,817.0,
1993-08-13,,420.0,,,,52.0,,,160.0,817.0,
1993-08-17,,421.0,,,,52.0,,,160.0,817.0,
1993-08-20,,425.0,,,,50.0,,,160.0,852.0,
1993-08-24,,420.0,,,,49.0,,,168.0,852.0,
1993-08-27,,420.0,,,,49.0,,,168.0,888.0,
1993-08-31,,415.0,,,,49.0,,,168.0,888.0,
1993-09-03,,410.0,,,,44.0,,,168.0,989.0,
1993-09-07,,409.0,,,,42.0,,,168.0,989.0,
1993-09-10,,406.0,,,,40.0,,,168.0,989.0,
1993-09-14,,407.0,,,,41.0,,,167.0,989.0,
1993-09-17,,409.0,,,,45.0,,,168.0,989.0,
1993-09-21,,416.0,,,,45.0,,,168.0,989.0,
1993-09-24,,422.0,,,,47.0,,,172.0,1005.0,
1993-09-28,,422.0,,,,50.0,,,172.0,1005.0,
1993-09-30,,430.0,,,,48.0,,,172.0,1031.0,
1993-10-05,,431.0,,,,48.0,,,172.0,1083.0,
1993-10-08,,434.0,,,,50.0,,,172.0,1083.0,
1993-10-12,,434.0,,,,50.0,,,173.0,1083.0,
1993-10-15,,438.0,,,,48.0,,,173.0,1083.0,
1993-10-19,,443.0,,,,48.0,,,173.0,1156.0,
1993-10-22,,445.0,,,,48.0,,,173.0,1156.0,
1993-10-26,,446.0,,,,48.0,,,173.0,1156.0,
1993-10-29,,446.0,,,,48.0,,,173.0,1156.0,
1993-11-02,,450.0,,,,48.0,,,173.0,1408.0,
1993-11-05,,460.0,,,,48.0,,,173.0,1408.0,
1993-11-09,,453.0,,,,48.0,,,173.0,1408.0,
1993-11-12,,450.0,,,,48.0,,,173.0,1500.0,
1993-11-16,,447.0,,,,48.0,,,173.0,1500.0,
1993-11-19,,447.0,,,,48.0,,,173.0,1500.0,
1993-11-23,,455.0,,,,47.0,,,173.0,1500.0,
1993-11-26,,455.0,,,,47.0,,,173.0,1750.0,
1993-11-30,,455.0,,,,48.0,,,173.0,1838.0,
1993-12-07,,455.0,,,,48.0,,,173.0,1910.0,
1993-12-10,,455.0,,,,48.0,,,173.0,1910.0,
1993-12-14,,455.0,,,,48.0,,,173.0,1910.0,
1993-12-17,,455.0,,,,48.0,,,171.0,1910.0,
1993-12-21,,455.0,,,,46.0,,,171.0,1910.0,
1993-12-24,,455.0,,,,46.0,,,171.0,2017.0,
1993-12-30,,455.0,,,,46.0,,,171.0,2017.0,
1994-01-04,,455.0,,,,46.0,,,171.0,2017.0,
1994-01-11,,455.0,,,,47.0,,,171.0,2224.0,
1994-01-14,,455.0,,,,47.0,,,173.0,2224.0,
1994-01-18,,455.0,,,,48.0,,,173.0,2224.0,
1994-01-21,,455.0,,,,48.0,,,174.0,2311.0,
1994-01-25,,452.0,,,,48.0,,,174.0,2311.0,
1994-01-28,,461.0,,,,48.0,,,175.0,2311.0,
1994-02-01,,460.0,,,,48.0,,,175.0,2311.0,
1994-02-04,,460.0,,,,48.0,,,175.0,2320.0,
1994-02-08,,460.0,,,,48.0,,,175.0,2320.0,
1994-02-11,,461.0,,,,48.0,,,175.0,2320.0,
1994-02-15,,460.0,,,,48.0,,,177.0,2320.0,
1994-02-18,,460.0,,,,48.0,,,178.0,2320.0,
1994-02-22,,506.0,,,,53.0,,,182.0,2550.0,
1994-02-25,,531.0,,,,56.0,,,191.0,2550.0,
1994-03-01,,558.0,,,,59.0,,,191.0,2550.0,
1994-03-04,,586.0,,,,62.0,,,211.0,2953.0,
1994-03-08,,615.0,,,,65.0,,,222.0,2953.0,
1994-03-11,,646.0,,,,68.0,,,222.0,3256.0,
1994-03-15,,678.0,,,,71.0,,,245.0,3419.0,
1994-03-18,,712.0,,,,75.0,,,257.0,3590.0,
1994-03-22,,763.0,,,,81.0,,,270.0,3783.0,
1994-03-25,,801.0,,,,85.0,,,284.0,3972.0,
1994-03-29,,841.0,,,,89.0,,,298.0,4171.0,
1994-04-05,,883.0,,,,93.0,,,313.0,4380.0,
1994-04-08,,927.0,,,,93.0,,,329.0,4380.0,
1994-04-12,,973.0,,,,98.0,,,345.0,4850.0,
1994-04-15,,1022.0,,,,103.0,,,362.0,5093.0,
1994-04-19,,1022.0,,,,108.0,,,380.0,5348.0,
1994-04-22,,1019.0,,,,111.0,,,380.0,5348.0,
1994-04-26,,1040.0,,,,117.0,,,380.0,5510.0,
1994-04-29,,1040.0,,,,117.0,,,380.0,5510.0,
1994-05-03,,1040.0,,,,117.0,,,380.0,5510.0,
1994-05-06,,1040.0,,,,123.0,,,378.0,5700.0,
1994-05-10,,1040.0,52.0,,,129.0,,,376.0,5901.0,
1994-05-13,,1040.0,52.0,,,135.0,,,370.0,5901.0,
1994-05-17,,1040.0,52.0,,,142.0,,,370.0,5901.0,
1994-05-20,,988.0,50.0,,,149.0,,,368.0,5901.0,
1994-05-23,,988.0,50.0,,,167.0,,,323.0,5901.0,
1994-05-25,,930.0,49.0,,,180.0,,,300.0,5901.0,
1994-05-27,,1040.0,48.0,,,184.0,,,300.0,5901.0,
1994-05-30,,1040.0,50.0,,,180.0,,,300.0,5901.0,
1994-06-01,,1040.0,48.0,,,180.0,,,300.0,5901.0,
1994-06-03,,1000.0,48.0,,,180.0,,,300.0,5901.0,
1994-06-08,,930.0,45.0,,,180.0,,,270.0,5901.0,
1994-06-10,,875.0,45.0,,,180.0,,,270.0,5901.0,
1994-06-13,,830.0,45.0,,,180.0,,,270.0,5901.0,
1994-06-15,,820.0,45.0,,,150.0,,,260.0,5901.0,
1994-06-17,,820.0,42.0,,,160.0,,,265.0,5901.0,
1994-06-20,,800.0,42.0,,,150.0,,,272.0,5901.0,
1994-06-22,,800.0,42.0,,,150.0,,,271.0,5901.0,
1994-06-24,,801.0,42.0,,,151.0,,,282.0,5901.0,
1994-06-27,,806.0,42.0,,,155.0,,,282.0,5901.0,
1994-06-29,,806.0,40.0,,,160.0,,,282.0,5910.0,
1994-07-04,,808.0,40.0,,,172.0,,,286.0,5920.0,
1994-07-06,,808.0,40.0,,,171.0,,,290.0,5920.0,
1994-07-08,,808.0,40.0,,,170.0,,,291.0,5920.0,
1994-07-11,,808.0,40.0,,,170.0,,,294.0,5920.0,
1994-07-13,,808.0,39.0,,,165.0,,,300.0,5922.0,
1994-07-15,,808.0,38.0,,,164.0,,,305.0,5920.0,
1994-07-18,,808.0,40.0,,,164.0,,,305.0,5920.0,
1994-07-20,,808.0,40.0,,,164.0,,,313.0,5920.0,
1994-07-22,,821.0,40.0,,,160.0,,,326.0,5920.0,
1994-07-25,,820.0,40.0,,,160.0,,,329.0,5920.0,
1994-07-27,,820.0,41.0,,,160.0,,,329.0,5920.0,
1994-07-29,,815.0,44.0,,,155.0,,,329.0,5920.0,
1994-08-01,,815.0,45.0,,,140.0,,,329.0,5920.0,
1994-08-03,,812.0,47.0,,,138.0,,,329.0,5920.0,
1994-08-05,,815.0,47.0,,,134.0,,,329.0,5920.0,
1994-08-08,,815.0,48.0,,,134.0,,,332.0,5920.0,
1994-08-10,,817.0,49.0,,,140.0,,,332.0,5920.0,
1994-08-12,,819.0,50.0,,,140.0,,,329.0,5920.0,
1994-08-15,,820.0,50.0,,,141.0,,,325.0,5920.0,
1994-08-17,,820.0,50.0,,,142.0,,,325.0,5920.0,
1994-08-19,,821.0,49.0,,,145.0,,,327.0,5920.0,
1994-08-22,,825.0,48.0,,,145.0,,,331.0,5920.0,
1994-08-24,,826.0,48.0,,,145.0,,,335.0,5920.0,
1994-08-26,,827.0,48.0,,,145.0,,,345.0,5921.0,
1994-08-29,,828.0,47.0,,,145.0,,,344.0,5921.0,
1994-08-31,,828.0,47.0,,,145.0,,,343.0,5921.0,
1994-09-02,,833.0,47.0,,,146.0,,,343.0,5920.0,
1994-09-05,,835.0,47.0,,,145.0,,,343.0,5920.0,
1994-09-07,,844.0,46.0,,,145.0,,,347.0,5920.0,
1994-09-09,,847.0,46.0,,,146.0,,,349.0,5925.0,
1994-09-12,,847.0,46.0,,,147.0,,,351.0,5920.0,
1994-09-14,,851.0,46.0,,,149.0,,,354.0,5920.0,
1994-09-16,,851.0,45.0,,,149.0,,,355.0,5920.0,
1994-09-19,,850.0,45.0,,,152.0,,,355.0,5920.0,
1994-09-21,,850.0,45.0,,,150.0,,,355.0,5920.0,
1994-09-23,,850.0,45.0,,,153.0,,,354.0,5920.0,
1994-09-26,,850.0,44.0,,,156.0,,,354.0,5920.0,
1994-09-28,,847.0,44.0,,,158.0,,,352.0,5800.0,
1994-09-30,,844.0,42.0,,,160.0,,,350.0,5800.0,
1994-10-03,,839.0,40.0,,,178.0,,,345.0,5800.0,
1994-10-05,,842.0,42.0,,,169.0,,,346.0,5850.0,
1994-10-07,,839.0,39.0,,,180.0,,,342.0,5800.0,
1994-10-10,,838.0,37.0,,,181.0,,,342.0,5800.0,
1994-10-12,,834.0,35.0,,,182.0,,,340.0,5800.0,
1994-10-14,,832.0,35.0,,,183.0,,,340.0,5858.0,
1994-10-17,,844.0,42.0,,,160.0,,,350.0,5800.0,
1994-10-19,,845.0,36.0,,,186.0,,,340.0,5858.0,
1994-10-21,,830.0,36.0,,,187.0,,,340.0,5858.0,
1994-10-24,,830.0,37.0,,,187.0,,,340.0,5850.0,
1994-10-26,,824.0,38.0,,,187.0,,,340.0,5850.0,
1994-10-28,,824.0,38.0,,,187.0,,,328.0,5920.0,
1994-10-31,,824.0,38.0,,,189.0,,,327.0,5920.0,
1994-11-02,,825.0,38.0,,,189.0,,,327.0,5920.0,
1994-11-04,,826.0,38.0,,,190.0,,,322.0,5850.0,
1994-11-07,,827.0,38.0,,,190.0,,,322.0,5850.0,
1994-11-09,,827.0,38.0,,,190.0,,,322.0,5900.0,
1994-11-11,,827.0,38.0,,,190.0,,,314.0,5900.0,
1994-11-14,,827.0,37.0,,,190.0,,,314.0,5900.0,
1994-11-16,,826.0,37.0,,,190.0,,,310.0,5850.0,
1994-11-18,,826.0,36.0,,,190.0,,,310.0,5850.0,
1994-11-21,,826.0,36.0,,,190.0,,,310.0,5850.0,
1994-11-23,,821.0,35.0,,,190.0,,,306.0,5850.0,
1994-11-25,,815.0,35.0,,,190.0,,,303.0,5850.0,
1994-11-28,,815.0,35.0,,,190.0,,,295.0,5850.0,
1994-11-30,,810.0,35.0,,,190.0,,,303.0,5850.0,
1994-12-05,,810.0,35.0,,,191.0,,,294.0,5850.0,
1994-12-07,,810.0,35.0,,,191.0,,,294.0,5850.0,
1994-12-09,,810.0,35.0,,,192.0,,,294.0,5840.0,
1994-12-12,,810.0,35.0,,,191.0,,,294.0,5830.0,
1994-12-14,,809.0,35.0,,,191.0,,,292.0,5830.0,
1994-12-16,,809.0,35.0,,,192.0,,,290.0,5840.0,
1994-12-19,,809.0,35.0,,,191.0,,,290.0,5840.0,
1994-12-21,,809.0,35.0,,,191.0,,,290.0,5830.0,
1994-12-23,,809.0,35.0,,,191.0,,,290.0,5830.0,
1994-12-28,,809.0,35.0,,,191.0,,,290.0,5830.0,
1994-12-30,,809.0,35.0,,,191.0,,,290.0,5830.0,
