Date,SWL,ALW,GCB,SCB,GGBL,MLC,PBC,UNIL,HFC,CMLT,FML
1990-11-12,,,,200.0,83.0,,,1800.0,,,25.0
1990-11-20,,,,200.0,85.0,,,1600.0,,,25.0
1990-11-23,,,,200.0,85.0,,,1650.0,,,25.0
1990-11-27,,,,255.0,86.0,,,1655.0,,,25.0
1990-11-30,,,,255.0,84.0,,,1655.0,,,25.0
1990-12-04,,,,255.0,84.0,,,1655.0,,,25.0
1990-12-07,,,,268.0,75.0,,,1650.0,,,24.0
1990-12-11,,,,268.0,70.0,,,1650.0,,,24.0
1990-12-14,,,,268.0,70.0,,,1645.0,,,22.0
1990-12-18,,,,268.0,61.0,,,1650.0,,,22.0
1990-12-21,,,,268.0,50.0,,,1640.0,,,22.0
1990-12-28,,,,268.0,50.0,,,1645.0,,,22.0
1991-01-04,,,,268.0,47.0,,,1647.0,,,19.0
1991-01-08,,,,268.0,42.0,,,1644.0,,,18.0
1991-01-11,,,,308.0,39.0,,,1644.0,,,17.0
1991-01-15,,,,315.0,36.0,,,1644.0,,,16.0
1991-01-18,,,,320.0,30.0,,,1600.0,,,16.0
1991-01-22,,,,320.0,30.0,,,1600.0,,,17.0
1991-01-25,,,,326.0,28.0,,,1600.0,,,17.0
1991-01-29,,,,328.0,28.0,,,1600.0,,,17.0
1991-02-01,,,,330.0,26.0,,,1600.0,,,18.0
1991-02-05,,,,332.0,30.0,,,1620.0,,,17.0
1991-02-08,,,,335.0,28.0,,,1600.0,,,17.0
1991-02-12,,,,337.0,29.0,,,1600.0,,,17.0
1991-02-15,,,,338.0,30.0,,,1585.0,,,17.0
1991-02-19,,,,339.0,28.0,,,1585.0,,,17.0
1991-02-22,,,,339.0,27.0,,,1585.0,,,18.0
1991-02-26,,,,339.0,26.0,,,1585.0,,,18.0
1991-03-01,,,,341.0,26.0,,,1585.0,,,20.0
1991-03-05,,,,341.0,25.0,,,1500.0,,,18.0
1991-03-08,,,,341.0,23.0,,,1500.0,,,20.0
1991-03-12,,,,341.0,23.0,,,1500.0,,,18.0
1991-03-15,,,,341.0,22.0,,,1500.0,,,17.0
1991-03-19,,,,341.0,22.0,,,1500.0,,,17.0
1991-03-22,,,,341.0,22.0,,,1500.0,,,17.0
1991-03-26,,,,341.0,22.0,,,1450.0,,,17.0
1991-04-02,,,,342.0,22.0,,,1450.0,,,17.0
1991-04-05,,,,342.0,22.0,,,1450.0,,,17.0
1991-04-09,,,,342.0,22.0,,,1450.0,,,17.0
1991-04-12,,,,315.0,22.0,,,1450.0,,,16.0
1991-04-16,,,,315.0,22.0,,,1450.0,,,16.0
1991-04-19,,,,315.0,22.0,,,1397.0,,,15.0
1991-04-23,,,,315.0,22.0,,,1397.0,,,16.0
1991-04-26,,,,317.0,23.0,,,1397.0,,,16.0
1991-04-30,,,,317.0,23.0,,,1397.0,,,16.0
1991-05-03,,,,317.0,23.0,,,1397.0,,,16.0
1991-05-07,,,,317.0,22.0,,,1397.0,,,15.0
1991-05-10,,,,317.0,22.0,,,1397.0,,,15.0
1991-05-14,,,,317.0,22.0,,,1397.0,,,15.0
1991-05-17,,,,316.0,22.0,,,1000.0,,,15.0
1991-05-21,,,,316.0,22.0,,,1350.0,,,15.0
1991-05-24,,,,316.0,22.0,,,1350.0,,,15.0
1991-05-28,,,,316.0,22.0,,,1350.0,,,15.0
1991-05-31,,,,316.0,22.0,,,1350.0,,,15.0
1991-06-05,,,,317.0,22.0,,,1350.0,,,15.0
1991-06-07,,,,317.0,22.0,,,1340.0,,,16.0
1991-06-11,,,,317.0,22.0,,,1340.0,,,16.0
1991-06-14,,,,317.0,23.0,,,1340.0,,,16.0
1991-06-18,,,,319.0,23.0,,,1340.0,,,18.0
1991-06-21,,,,319.0,23.0,,,1340.0,,,18.0
1991-06-25,,,,319.0,23.0,,,1340.0,,,18.0
1991-06-28,,,,319.0,23.0,,,1340.0,,,18.0
1991-07-02,,,,319.0,23.0,,,1340.0,,,18.0
1991-07-05,,,,319.0,23.0,,,1340.0,,,18.0
1991-07-09,,,,319.0,23.0,,,1340.0,,,18.0
1991-07-12,,,,321.0,23.0,,,1339.0,,,18.0
1991-07-16,,,,321.0,22.0,,,1339.0,,,18.0
1991-07-19,,,,321.0,22.0,,,1339.0,,,18.0
1991-07-23,,,,323.0,22.0,,,1339.0,,,18.0
1991-07-26,,,,323.0,22.0,,,1339.0,,,17.0
1991-07-30,,,,323.0,22.0,,,1339.0,,,18.0
1991-08-02,,,,323.0,22.0,,,1339.0,,,18.0
1991-08-06,,,,324.0,22.0,,,1339.0,,,18.0
1991-08-09,,,,324.0,22.0,,,1339.0,,,18.0
1991-08-13,,,,325.0,22.0,,,1339.0,,,20.0
1991-08-16,,,,327.0,22.0,,,1339.0,,,21.0
1991-08-20,,,,327.0,22.0,,,1339.0,,,21.0
1991-08-23,,,,327.0,22.0,,,1339.0,,,22.0
1991-08-27,,,,330.0,22.0,,,1339.0,,,23.0
1991-08-30,,,,330.0,22.0,,,1338.0,,,24.0
1991-09-03,,,,330.0,22.0,,,1338.0,,,25.0
1991-09-06,,,,336.0,22.0,,,1338.0,,,26.0
1991-09-10,,,,338.0,22.0,,,1338.0,,,27.0
1991-09-13,,,,338.0,21.0,,,1338.0,,,28.0
1991-09-17,,,,338.0,20.0,,,1300.0,,,29.0
1991-09-20,,,,338.0,20.0,,,1300.0,,,29.0
1991-09-24,,,,338.0,21.0,,,1300.0,,,29.0
1991-09-27,,,,338.0,21.0,,,1300.0,,,30.0
1991-10-01,,,,338.0,21.0,,,1300.0,,,32.0
1991-10-04,,,,338.0,21.0,,,1300.0,,,34.0
1991-10-08,,,,338.0,21.0,,,1300.0,,,40.0
1991-10-11,,,,342.0,21.0,,,1300.0,,,45.0
1991-10-15,,,,342.0,21.0,,,1300.0,,,52.0
1991-10-18,,,,360.0,22.0,,,1300.0,,,60.0
1991-10-22,,,,342.0,22.0,,,1235.0,,,68.0
1991-10-25,,,,360.0,22.0,,,1300.0,,,71.0
1991-10-29,,,,363.0,22.0,,,1300.0,,,75.0
1991-11-01,,,,363.0,22.0,,,1300.0,,,79.0
1991-11-05,,,,363.0,22.0,,,1300.0,,,83.0
1991-11-08,,,,365.0,22.0,,,1300.0,,,87.0
1991-11-12,,,,369.0,22.0,,,1300.0,,,101.0
1991-11-15,,,,369.0,21.0,,,1250.0,,,109.0
1991-11-19,,,,380.0,22.0,,,1250.0,,,114.0
1991-11-22,,,,380.0,22.0,,,1250.0,,,120.0
1991-11-26,,,,380.0,22.0,,,1250.0,,,130.0
1991-11-29,,,,399.0,22.0,,,1250.0,,,138.0
1991-12-03,,,,399.0,22.0,,,1250.0,,,145.0
1991-12-06,,,,399.0,22.0,,,1250.0,,,152.0
1991-12-10,,,,399.0,22.0,,,1240.0,,,154.0
1991-12-13,,,,419.0,23.0,,,1240.0,,,153.0
1991-12-17,,,,419.0,23.0,,,1240.0,,,152.0
1991-12-20,,,,419.0,23.0,,,1240.0,,,150.0
1991-12-24,,,,419.0,24.0,,,1240.0,,,148.0
1991-12-30,,,,419.0,26.0,,,1240.0,,,145.0
1992-01-03,,,,419.0,28.0,,,1240.0,,,145.0
1992-01-07,,,,419.0,32.0,,,1240.0,,,143.0
1992-01-10,,,,430.0,39.0,,,1240.0,,,143.0
1992-01-14,,,,435.0,46.0,,,1240.0,,,129.0
1992-01-17,,,,436.0,50.0,,,1240.0,,,127.0
1992-01-21,,,,436.0,53.0,,,1240.0,,,121.0
1992-01-24,,,,436.0,56.0,,,1240.0,,,119.0
1992-01-28,,,,436.0,59.0,,,1240.0,,,119.0
1992-01-31,,,,436.0,62.0,,,1240.0,,,119.0
1992-02-04,,,,436.0,65.0,,,1240.0,,,110.0
1992-02-07,,,,436.0,68.0,,,1100.0,,,108.0
1992-02-11,,,,436.0,71.0,,,1100.0,,,103.0
1992-02-14,,,,436.0,71.0,,,1100.0,,,102.0
1992-02-18,,,,436.0,64.0,,,1100.0,,,102.0
1992-02-21,,,,445.0,61.0,,,1100.0,,,105.0
1992-02-25,,,,445.0,60.0,,,1100.0,,,110.0
1992-02-28,,,,445.0,57.0,,,1000.0,,,112.0
1992-03-03,,,,445.0,56.0,,,1000.0,,,113.0
1992-03-09,,,,445.0,56.0,,,1000.0,,,113.0
1992-03-13,,,,451.0,55.0,,,1000.0,,,113.0
1992-03-17,,,,452.0,55.0,,,1000.0,,,113.0
1992-03-20,,,,452.0,55.0,,,990.0,,,113.0
1992-03-24,,,,452.0,53.0,,,990.0,,,113.0
1992-03-27,,,,460.0,52.0,,,985.0,,,113.0
1992-03-31,,,,460.0,52.0,,,975.0,,,112.0
1992-04-03,,,,460.0,47.0,,,969.0,,,112.0
1992-04-07,,,,460.0,44.0,,,969.0,,,112.0
1992-04-10,,,,460.0,44.0,,,969.0,,,111.0
1992-04-14,,,,462.0,44.0,,,969.0,,,111.0
1992-04-21,,,,462.0,44.0,,,969.0,,,111.0
1992-04-24,,,,462.0,44.0,,,969.0,,,111.0
1992-04-28,,,,462.0,44.0,,,955.0,,,111.0
1992-05-05,,,,462.0,44.0,,,955.0,,,111.0
1992-05-08,,,,462.0,44.0,,,955.0,,,111.0
1992-05-12,,,,462.0,44.0,,,952.0,,,111.0
1992-05-15,,,,462.0,44.0,,,951.0,,,111.0
1992-05-19,,,,464.0,44.0,,,950.0,,,111.0
1992-05-22,,,,464.0,44.0,,,950.0,,,111.0
1992-05-26,,,,464.0,44.0,,,950.0,,,111.0
1992-05-29,,,,464.0,43.0,,,950.0,,,111.0
1992-06-02,,,,464.0,43.0,,,948.0,,,111.0
1992-06-05,,,,464.0,43.0,,,948.0,,,111.0
1992-06-09,,,,464.0,41.0,,,948.0,,,110.0
1992-06-12,,,,480.0,41.0,,,945.0,,,109.0
1992-06-16,,,,480.0,41.0,,,945.0,,,109.0
1992-06-19,,,,480.0,41.0,,,950.0,,,109.0
1992-06-23,,,,480.0,41.0,,,951.0,,,109.0
1992-06-26,,,,480.0,41.0,,,960.0,,,109.0
1992-06-30,,,,485.0,41.0,,,1008.0,,,109.0
1992-07-03,,,,485.0,41.0,,,1061.0,,,109.0
1992-07-07,,,,485.0,41.0,,,1118.0,,,108.0
1992-07-10,,,,490.0,41.0,,,1194.0,,,108.0
1992-07-14,,,,490.0,41.0,,,1300.0,,,108.0
1992-07-17,,,,500.0,39.0,,,1451.0,,,103.0
1992-07-21,,,,521.0,41.0,,,1610.0,,,100.0
1992-07-24,,,,521.0,41.0,,,1800.0,,,100.0
1992-07-28,,,,521.0,41.0,,,1820.0,,,95.0
1992-07-31,,,,521.0,39.0,,,1820.0,,,90.0
1992-08-04,,,,535.0,39.0,,,1820.0,,,90.0
1992-08-07,,,,535.0,39.0,,,1820.0,,,90.0
1992-08-11,,,,535.0,39.0,,,1820.0,,,92.0
1992-08-14,,,,535.0,39.0,,,1820.0,,,97.0
1992-08-18,,,,535.0,39.0,,,1820.0,,,102.0
1992-08-21,,,,535.0,39.0,,,1820.0,,,107.0
1992-08-25,,,,540.0,39.0,,,1820.0,,,112.0
1992-08-28,,,,540.0,39.0,,,1820.0,,,118.0
1992-09-01,,,,540.0,39.0,,,1820.0,,,124.0
1992-09-04,,,,540.0,39.0,,,1820.0,,,132.0
1992-09-08,,,,540.0,39.0,,,1820.0,,,135.0
1992-09-11,,,,540.0,39.0,,,1820.0,,,136.0
1992-09-15,,,,540.0,39.0,,,1820.0,,,130.0
1992-09-18,,,,540.0,39.0,,,1820.0,,,130.0
1992-09-22,,,,540.0,41.0,,,1820.0,,,130.0
1992-09-25,,,,540.0,44.0,,,1820.0,,,129.0
1992-09-29,,,,540.0,48.0,,,1820.0,,,129.0
1992-10-02,,,,540.0,51.0,,,1820.0,,,129.0
1992-10-06,,,,540.0,52.0,,,1820.0,,,129.0
1992-10-09,,,,540.0,49.0,,,1820.0,,,129.0
1992-10-13,,,,540.0,49.0,,,1820.0,,,129.0
1992-10-16,,,,540.0,47.0,,,1820.0,,,129.0
1992-10-20,,,,540.0,47.0,,,1820.0,,,129.0
1992-10-23,,,,540.0,46.0,,,1820.0,,,129.0
1992-10-27,,,,540.0,46.0,,,1820.0,,,129.0
1992-10-30,,,,540.0,45.0,,,1820.0,,,123.0
1992-11-03,,,,540.0,46.0,,,1820.0,,,123.0
1992-11-06,,,,540.0,46.0,,,1820.0,,,122.0
1992-11-10,,,,540.0,46.0,,,1820.0,,,121.0
1992-11-13,,,,540.0,46.0,,,1820.0,,,119.0
1992-11-17,,,,540.0,46.0,,,1820.0,,,113.0
1992-11-20,,,,540.0,45.0,,,1820.0,,,107.0
1992-11-24,,,,540.0,45.0,,,1820.0,,,102.0
1992-11-27,,,,540.0,45.0,,,364.0,,,100.0
1992-12-01,,,,540.0,41.0,,,360.0,,,95.0
1992-12-08,,,,540.0,39.0,,,352.0,,,92.0
1992-12-11,,,,540.0,37.0,,,334.0,,,87.0
1992-12-15,,,,540.0,35.0,,,317.0,,,83.0
1992-12-18,,,,540.0,33.0,,,301.0,,,80.0
1992-12-22,,,,540.0,33.0,,,286.0,,,84.0
1992-12-29,,,,540.0,34.0,,,272.0,,,88.0
1993-01-05,,,,540.0,34.0,,,286.0,,,93.0
1993-01-08,,,,540.0,39.0,,,300.0,,,107.0
1993-01-12,,,,545.0,46.0,,,318.0,,,107.0
1993-01-15,,,,545.0,48.0,,,339.0,,,120.0
1993-01-19,,,,545.0,50.0,,,365.0,,,129.0
1993-01-22,,,,550.0,53.0,,,392.0,,,154.0
1993-01-26,,,,550.0,50.0,,,418.0,,,163.0
1993-01-29,,,,550.0,50.0,,,430.0,,,171.0
1993-02-02,,,,550.0,50.0,,,435.0,,,171.0
1993-02-05,,,,570.0,50.0,,,455.0,,,168.0
1993-02-09,,,,570.0,48.0,,,460.0,,,160.0
1993-02-12,,,,570.0,46.0,,,462.0,,,152.0
1993-02-16,,,,570.0,44.0,,,458.0,,,144.0
1993-02-19,,,,581.0,42.0,,,458.0,,,137.0
1993-02-23,,,,585.0,42.0,,,413.0,,,130.0
1993-02-26,,,,585.0,42.0,,,392.0,,,124.0
1993-03-02,,,,593.0,42.0,,,372.0,,,118.0
1993-03-05,,,,610.0,42.0,,,353.0,,,124.0
1993-03-09,,,,610.0,42.0,,,354.0,,,130.0
1993-03-12,,,,610.0,43.0,,,363.0,,,137.0
1993-03-16,,,,610.0,45.0,,,365.0,,,137.0
1993-03-19,,,,610.0,57.0,,,372.0,,,143.0
1993-03-23,,,,610.0,57.0,,,400.0,,,143.0
1993-03-26,,,,610.0,57.0,,,400.0,,,143.0
1993-03-30,,,,610.0,56.0,,,399.0,,,156.0
1993-04-02,,,,615.0,54.0,,,398.0,,,151.0
1993-04-08,,,,615.0,54.0,,,398.0,,,150.0
1993-04-13,,,,630.0,54.0,,,398.0,,,150.0
1993-04-16,,,,630.0,54.0,,,398.0,,,150.0
1993-04-20,,,,630.0,54.0,,,398.0,,,143.0
1993-04-23,,,,636.0,51.0,,,390.0,,,136.0
1993-04-27,,,,636.0,50.0,,,398.0,,,130.0
1993-04-30,,,,636.0,50.0,,,398.0,,,137.0
1993-05-04,,,,636.0,50.0,,,399.0,,,137.0
1993-05-07,,,,649.0,50.0,,,400.0,,,142.0
1993-05-11,,,,649.0,50.0,,,400.0,,,149.0
1993-05-14,,,,649.0,50.0,,,400.0,,,154.0
1993-05-18,,,,656.0,50.0,,,400.0,,,160.0
1993-05-21,,,,656.0,50.0,,,400.0,,,160.0
1993-05-25,,,,656.0,50.0,,,400.0,,,152.0
1993-05-28,,,,656.0,50.0,,,405.0,,,152.0
1993-06-01,,,,656.0,48.0,,,410.0,,,144.0
1993-06-08,,,,656.0,48.0,,,410.0,,,137.0
1993-06-11,,,,670.0,46.0,,,416.0,,,137.0
1993-06-15,,,,680.0,48.0,,,425.0,,,140.0
1993-06-18,,,,692.0,50.0,,,428.0,,,147.0
1993-06-22,,,,692.0,50.0,,,420.0,,,151.0
1993-06-25,,,,692.0,50.0,,,420.0,,,151.0
1993-06-29,,,,692.0,50.0,,,415.0,,,151.0
1993-07-02,,,,692.0,50.0,,,409.0,,,151.0
1993-07-06,,,,692.0,50.0,,,400.0,,,151.0
1993-07-09,,,,692.0,50.0,,,406.0,,,159.0
1993-07-13,,,,692.0,50.0,,,406.0,,,160.0
1993-07-16,,,,692.0,50.0,,,404.0,,,164.0
1993-07-20,,,,692.0,50.0,,,400.0,,,162.0
1993-07-23,,,,703.0,49.0,,,400.0,,,162.0
1993-07-27,,,,738.0,51.0,,,394.0,,,163.0
1993-07-30,,,,738.0,54.0,,,398.0,,,160.0
1993-08-03,,,,780.0,54.0,,,400.0,,,160.0
1993-08-06,,,,817.0,54.0,,,420.0,,,160.0
1993-08-10,,,,817.0,54.0,,,420.0,,,160.0
1993-08-13,,,,817.0,52.0,,,420.0,,,160.0
1993-08-17,,,,817.0,52.0,,,421.0,,,160.0
1993-08-20,,,,852.0,50.0,,,425.0,,,160.0
1993-08-24,,,,852.0,49.0,,,420.0,,,168.0
1993-08-27,,,,888.0,49.0,,,420.0,,,168.0
1993-08-31,,,,888.0,49.0,,,415.0,,,168.0
1993-09-03,,,,989.0,44.0,,,410.0,,,168.0
1993-09-07,,,,989.0,42.0,,,409.0,,,168.0
1993-09-10,,,,989.0,40.0,,,406.0,,,168.0
1993-09-14,,,,989.0,41.0,,,407.0,,,167.0
1993-09-17,,,,989.0,45.0,,,409.0,,,168.0
1993-09-21,,,,989.0,45.0,,,416.0,,,168.0
1993-09-24,,,,1005.0,47.0,,,422.0,,,172.0
1993-09-28,,,,1005.0,50.0,,,422.0,,,172.0
1993-09-30,,,,1031.0,48.0,,,430.0,,,172.0
1993-10-05,,,,1083.0,48.0,,,431.0,,,172.0
1993-10-08,,,,1083.0,50.0,,,434.0,,,172.0
1993-10-12,,,,1083.0,50.0,,,434.0,,,173.0
1993-10-15,,,,1083.0,48.0,,,438.0,,,173.0
1993-10-19,,,,1156.0,48.0,,,443.0,,,173.0
1993-10-22,,,,1156.0,48.0,,,445.0,,,173.0
1993-10-26,,,,1156.0,48.0,,,446.0,,,173.0
1993-10-29,,,,1156.0,48.0,,,446.0,,,173.0
1993-11-02,,,,1408.0,48.0,,,450.0,,,173.0
1993-11-05,,,,1408.0,48.0,,,460.0,,,173.0
1993-11-09,,,,1408.0,48.0,,,453.0,,,173.0
1993-11-12,,,,1500.0,48.0,,,450.0,,,173.0
1993-11-16,,,,1500.0,48.0,,,447.0,,,173.0
1993-11-19,,,,1500.0,48.0,,,447.0,,,173.0
1993-11-23,,,,1500.0,47.0,,,455.0,,,173.0
1993-11-26,,,,1750.0,47.0,,,455.0,,,173.0
1993-11-30,,,,1838.0,48.0,,,455.0,,,173.0
1993-12-07,,,,1910.0,48.0,,,455.0,,,173.0
1993-12-10,,,,1910.0,48.0,,,455.0,,,173.0
1993-12-14,,,,1910.0,48.0,,,455.0,,,173.0
1993-12-17,,,,1910.0,48.0,,,455.0,,,171.0
1993-12-21,,,,1910.0,46.0,,,455.0,,,171.0
1993-12-24,,,,2017.0,46.0,,,455.0,,,171.0
1993-12-30,,,,2017.0,46.0,,,455.0,,,171.0
1994-01-04,,,,2017.0,46.0,,,455.0,,,171.0
1994-01-11,,,,2224.0,47.0,,,455.0,,,171.0
1994-01-14,,,,2224.0,47.0,,,455.0,,,173.0
1994-01-18,,,,2224.0,48.0,,,455.0,,,173.0
1994-01-21,,,,2311.0,48.0,,,455.0,,,174.0
1994-01-25,,,,2311.0,48.0,,,452.0,,,174.0
1994-01-28,,,,2311.0,48.0,,,461.0,,,175.0
1994-02-01,,,,2311.0,48.0,,,460.0,,,175.0
1994-02-04,,,,2320.0,48.0,,,460.0,,,175.0
1994-02-08,,,,2320.0,48.0,,,460.0,,,175.0
1994-02-11,,,,2320.0,48.0,,,461.0,,,175.0
1994-02-15,,,,2320.0,48.0,,,460.0,,,177.0
1994-02-18,,,,2320.0,48.0,,,460.0,,,178.0
1994-02-22,,,,2550.0,53.0,,,506.0,,,182.0
1994-02-25,,,,2550.0,56.0,,,531.0,,,191.0
1994-03-01,,,,2550.0,59.0,,,558.0,,,191.0
1994-03-04,,,,2953.0,62.0,,,586.0,,,211.0
1994-03-08,,,,2953.0,65.0,,,615.0,,,222.0
1994-03-11,,,,3256.0,68.0,,,646.0,,,222.0
1994-03-15,,,,3419.0,71.0,,,678.0,,,245.0
1994-03-18,,,,3590.0,75.0,,,712.0,,,257.0
1994-03-22,,,,3783.0,81.0,,,763.0,,,270.0
1994-03-25,,,,3972.0,85.0,,,801.0,,,284.0
1994-03-29,,,,4171.0,89.0,,,841.0,,,298.0
1994-04-05,,,,4380.0,93.0,,,883.0,,,313.0
1994-04-08,,,,4380.0,93.0,,,927.0,,,329.0
1994-04-12,,,,4850.0,98.0,,,973.0,,,345.0
1994-04-15,,,,5093.0,103.0,,,1022.0,,,362.0
1994-04-19,,,,5348.0,108.0,,,1022.0,,,380.0
1994-04-22,,,,5348.0,111.0,,,1019.0,,,380.0
1994-04-26,,,,5510.0,117.0,,,1040.0,,,380.0
1994-04-29,,,,5510.0,117.0,,,1040.0,,,380.0
1994-05-03,,,,5510.0,117.0,,,1040.0,,,380.0
1994-05-06,,,,5700.0,123.0,,,1040.0,,,378.0
1994-05-10,,,,5901.0,129.0,52.0,,1040.0,,,376.0
1994-05-13,,,,5901.0,135.0,52.0,,1040.0,,,370.0
1994-05-17,,,,5901.0,142.0,52.0,,1040.0,,,370.0
1994-05-20,,,,5901.0,149.0,50.0,,988.0,,,368.0
1994-05-23,,,,5901.0,167.0,50.0,,988.0,,,323.0
1994-05-25,,,,5901.0,180.0,49.0,,930.0,,,300.0
1994-05-27,,,,5901.0,184.0,48.0,,1040.0,,,300.0
1994-05-30,,,,5901.0,180.0,50.0,,1040.0,,,300.0
1994-06-01,,,,5901.0,180.0,48.0,,1040.0,,,300.0
1994-06-03,,,,5901.0,180.0,48.0,,1000.0,,,300.0
1994-06-08,,,,5901.0,180.0,45.0,,930.0,,,270.0
1994-06-10,,,,5901.0,180.0,45.0,,875.0,,,270.0
1994-06-13,,,,5901.0,180.0,45.0,,830.0,,,270.0
1994-06-15,,,,5901.0,150.0,45.0,,820.0,,,260.0
1994-06-17,,,,5901.0,160.0,42.0,,820.0,,,265.0
1994-06-20,,,,5901.0,150.0,42.0,,800.0,,,272.0
1994-06-22,,,,5901.0,150.0,42.0,,800.0,,,271.0
1994-06-24,,,,5901.0,151.0,42.0,,801.0,,,282.0
1994-06-27,,,,5901.0,155.0,42.0,,806.0,,,282.0
1994-06-29,,,,5910.0,160.0,40.0,,806.0,,,282.0
1994-07-04,,,,5920.0,172.0,40.0,,808.0,,,286.0
1994-07-06,,,,5920.0,171.0,40.0,,808.0,,,290.0
1994-07-08,,,,5920.0,170.0,40.0,,808.0,,,291.0
1994-07-11,,,,5920.0,170.0,40.0,,808.0,,,294.0
1994-07-13,,,,5922.0,165.0,39.0,,808.0,,,300.0
1994-07-15,,,,5920.0,164.0,38.0,,808.0,,,305.0
1994-07-18,,,,5920.0,164.0,40.0,,808.0,,,305.0
1994-07-20,,,,5920.0,164.0,40.0,,808.0,,,313.0
1994-07-22,,,,5920.0,160.0,40.0,,821.0,,,326.0
1994-07-25,,,,5920.0,160.0,40.0,,820.0,,,329.0
1994-07-27,,,,5920.0,160.0,41.0,,820.0,,,329.0
1994-07-29,,,,5920.0,155.0,44.0,,815.0,,,329.0
1994-08-01,,,,5920.0,140.0,45.0,,815.0,,,329.0
1994-08-03,,,,5920.0,138.0,47.0,,812.0,,,329.0
1994-08-05,,,,5920.0,134.0,47.0,,815.0,,,329.0
1994-08-08,,,,5920.0,134.0,48.0,,815.0,,,332.0
1994-08-10,,,,5920.0,140.0,49.0,,817.0,,,332.0
1994-08-12,,,,5920.0,140.0,50.0,,819.0,,,329.0
1994-08-15,,,,5920.0,141.0,50.0,,820.0,,,325.0
1994-08-17,,,,5920.0,142.0,50.0,,820.0,,,325.0
1994-08-19,,,,5920.0,145.0,49.0,,821.0,,,327.0
1994-08-22,,,,5920.0,145.0,48.0,,825.0,,,331.0
1994-08-24,,,,5920.0,145.0,48.0,,826.0,,,335.0
1994-08-26,,,,5921.0,145.0,48.0,,827.0,,,345.0
1994-08-29,,,,5921.0,145.0,47.0,,828.0,,,344.0
1994-08-31,,,,5921.0,145.0,47.0,,828.0,,,343.0
1994-09-02,,,,5920.0,146.0,47.0,,833.0,,,343.0
1994-09-05,,,,5920.0,145.0,47.0,,835.0,,,343.0
1994-09-07,,,,5920.0,145.0,46.0,,844.0,,,347.0
1994-09-09,,,,5925.0,146.0,46.0,,847.0,,,349.0
1994-09-12,,,,5920.0,147.0,46.0,,847.0,,,351.0
1994-09-14,,,,5920.0,149.0,46.0,,851.0,,,354.0
1994-09-16,,,,5920.0,149.0,45.0,,851.0,,,355.0
1994-09-19,,,,5920.0,152.0,45.0,,850.0,,,355.0
1994-09-21,,,,5920.0,150.0,45.0,,850.0,,,355.0
1994-09-23,,,,5920.0,153.0,45.0,,850.0,,,354.0
1994-09-26,,,,5920.0,156.0,44.0,,850.0,,,354.0
1994-09-28,,,,5800.0,158.0,44.0,,847.0,,,352.0
1994-09-30,,,,5800.0,160.0,42.0,,844.0,,,350.0
1994-10-03,,,,5800.0,178.0,40.0,,839.0,,,345.0
1994-10-05,,,,5850.0,169.0,42.0,,842.0,,,346.0
1994-10-07,,,,5800.0,180.0,39.0,,839.0,,,342.0
1994-10-10,,,,5800.0,181.0,37.0,,838.0,,,342.0
1994-10-12,,,,5800.0,182.0,35.0,,834.0,,,340.0
1994-10-14,,,,5858.0,183.0,35.0,,832.0,,,340.0
1994-10-17,,,,5800.0,160.0,42.0,,844.0,,,350.0
1994-10-19,,,,5858.0,186.0,36.0,,845.0,,,340.0
1994-10-21,,,,5858.0,187.0,36.0,,830.0,,,340.0
1994-10-24,,,,5850.0,187.0,37.0,,830.0,,,340.0
1994-10-26,,,,5850.0,187.0,38.0,,824.0,,,340.0
1994-10-28,,,,5920.0,187.0,38.0,,824.0,,,328.0
1994-10-31,,,,5920.0,189.0,38.0,,824.0,,,327.0
1994-11-02,,,,5920.0,189.0,38.0,,825.0,,,327.0
1994-11-04,,,,5850.0,190.0,38.0,,826.0,,,322.0
1994-11-07,,,,5850.0,190.0,38.0,,827.0,,,322.0
1994-11-09,,,,5900.0,190.0,38.0,,827.0,,,322.0
1994-11-11,,,,5900.0,190.0,38.0,,827.0,,,314.0
1994-11-14,,,,5900.0,190.0,37.0,,827.0,,,314.0
1994-11-16,,,,5850.0,190.0,37.0,,826.0,,,310.0
1994-11-18,,,,5850.0,190.0,36.0,,826.0,,,310.0
1994-11-21,,,,5850.0,190.0,36.0,,826.0,,,310.0
1994-11-23,,,,5850.0,190.0,35.0,,821.0,,,306.0
1994-11-25,,,,5850.0,190.0,35.0,,815.0,,,303.0
1994-11-28,,,,5850.0,190.0,35.0,,815.0,,,295.0
1994-11-30,,,,5850.0,190.0,35.0,,810.0,,,303.0
1994-12-05,,,,5850.0,191.0,35.0,,810.0,,,294.0
1994-12-07,,,,5850.0,191.0,35.0,,810.0,,,294.0
1994-12-09,,,,5840.0,192.0,35.0,,810.0,,,294.0
1994-12-12,,,,5830.0,191.0,35.0,,810.0,,,294.0
1994-12-14,,,,5830.0,191.0,35.0,,809.0,,,292.0
1994-12-16,,,,5840.0,192.0,35.0,,809.0,,,290.0
1994-12-19,,,,5840.0,191.0,35.0,,809.0,,,290.0
1994-12-21,,,,5830.0,191.0,35.0,,809.0,,,290.0
1994-12-23,,,,5830.0,191.0,35.0,,809.0,,,290.0
1994-12-28,,,,5830.0,191.0,35.0,,809.0,,,290.0
1994-12-30,,,,5830.0,191.0,35.0,,809.0,,,290.0
