Date,ABL,AGC,AGA,AADs,ALW,AYRTN,BAT,BOPP,CAL,CFAO,CLYD,CPC,EBG,EIC,ETI,FML,GBL,GCB,GGBL,GOIL,GSR,GWEB,HFC,KBL,MGL,MLC,MOGL,PKL,PBC,PZ,SCB,SIC,SPL,SPPC,SSB,SWL,TBL,TRANSOL,UNIL,UT,CMLT
2010-09-20,0.12,,34,0.42,0.29,0.16,,0.76,0.3,0.03,0.07,0.02,2.97,1.65,0.15,8.6,,1.87,1.56,0.27,3.8,0.05,0.5,,,0.15,9.0,0.07,0.16,1.11,44.0,0.38,0.05,0.08,0.69,0.02,1.33,0.07,5.01,0.26,0.16
2010-09-22,0.12,,34,0.42,0.29,0.16,,0.76,0.29,0.03,0.07,0.02,2.97,1.65,0.15,8.6,,1.87,1.56,0.27,3.8,0.05,0.5,,,0.15,9.0,0.07,0.16,1.11,44.0,0.38,0.05,0.08,0.69,0.02,1.33,0.07,5.01,0.26,0.16
2010-09-23,0.12,,34,0.45,0.29,0.16,,0.78,0.28,0.03,0.07,0.02,2.97,1.65,0.15,8.6,,1.87,1.52,0.27,4.0,0.05,0.5,,,0.14,9.0,0.07,0.16,1.11,44.0,0.38,0.05,0.08,0.68,0.02,1.33,0.07,5.6,0.26,0.16
2010-09-24,0.12,,34,0.46,0.29,0.16,,0.78,0.29,0.03,0.07,0.02,2.97,1.61,0.14,8.61,,1.87,1.52,0.27,4.5,0.05,0.5,,,0.14,9.0,0.07,0.15,1.11,44.0,0.37,0.05,0.08,0.65,0.02,1.33,0.07,5.05,0.26,0.16
2010-09-27,0.12,,34,0.46,0.29,0.16,,0.78,0.29,0.03,0.07,0.02,2.96,1.61,0.14,8.6,,1.87,1.52,0.25,4.81,0.05,0.5,,,0.14,9.06,0.07,0.15,1.11,44.0,0.38,0.05,0.08,0.63,0.02,1.33,0.07,5.05,0.25,0.16
2010-09-28,0.12,,34,0.46,0.29,0.16,,0.78,0.28,0.03,0.07,0.02,2.96,1.61,0.14,8.6,,1.87,1.56,0.25,4.81,0.05,0.5,,,0.14,9.06,0.07,0.14,1.11,44.0,0.39,0.05,0.08,0.63,0.02,1.33,0.07,5.05,0.25,0.16
2010-09-29,0.12,,34,0.46,0.29,0.16,,0.78,0.29,0.03,0.07,0.02,2.96,1.61,0.15,9.0,,1.86,1.56,0.26,4.81,0.05,0.5,,,0.14,9.06,0.07,0.14,1.11,44.0,0.38,0.05,0.08,0.64,0.02,1.33,0.07,5.05,0.25,0.16
2010-09-30,0.12,,34,0.46,0.29,0.16,,0.78,0.29,0.03,0.07,0.02,3.35,1.61,0.14,9.01,,2.0,1.56,0.26,4.85,0.05,0.49,,,0.14,9.06,0.07,0.14,1.11,44.0,0.38,0.05,0.08,0.65,0.02,1.33,0.07,5.06,0.25,0.16
2010-10-01,0.12,,34,0.45,0.29,0.16,,0.76,0.29,0.03,0.07,0.02,3.34,1.61,0.15,9.01,,2.0,1.56,0.26,4.85,0.05,0.49,,,0.14,9.06,0.07,0.14,1.11,44.0,0.38,0.05,0.08,0.65,0.02,1.33,0.07,5.11,0.25,0.16
2010-10-04,0.12,,34,0.45,0.29,0.16,,0.75,0.29,0.03,0.07,0.02,3.0,1.61,0.15,9.1,,1.86,1.56,0.26,4.85,0.05,0.47,,,0.14,9.06,0.07,0.14,1.11,44.0,0.38,0.05,0.08,0.65,0.02,1.33,0.07,5.11,0.26,0.16
2010-10-05,0.12,,34,0.45,0.29,0.16,,0.75,0.29,0.03,0.07,0.02,3.0,1.68,0.15,9.1,,1.86,1.56,0.26,5.1,0.05,0.47,,,0.14,9.06,0.07,0.14,1.12,44.0,0.38,0.05,0.08,0.67,0.02,1.33,0.07,5.11,0.26,0.16
2010-10-06,0.12,,34,0.45,0.25,0.16,,0.75,0.3,0.03,0.07,0.02,3.0,1.65,0.15,9.1,,1.88,1.56,0.26,5.1,0.05,0.48,,,0.14,9.06,0.07,0.14,1.12,44.0,0.38,0.05,0.08,0.67,0.02,1.33,0.07,5.11,0.26,0.16
2010-10-07,0.12,,34,0.47,0.25,0.16,,0.75,0.3,0.03,0.07,0.02,3.0,1.65,0.14,9.09,,1.87,1.56,0.25,5.1,0.05,0.48,,,0.14,9.2,0.07,0.14,1.12,44.0,0.38,0.05,0.08,0.66,0.02,1.33,0.07,5.11,0.25,0.16
2010-10-08,0.12,,34,0.47,0.22,0.16,,0.75,0.29,0.03,0.07,0.02,3.0,1.65,0.14,9.1,,1.87,1.56,0.25,5.8,0.05,0.48,,,0.14,9.2,0.07,0.14,1.12,44.0,0.38,0.05,0.08,0.65,0.02,1.33,0.07,5.11,0.26,0.16
2010-10-11,0.12,,34,0.47,0.22,0.16,,0.75,0.29,0.03,0.07,0.02,3.0,1.7,0.15,9.15,,1.9,1.56,0.25,5.8,0.05,0.48,,,0.14,9.2,0.07,0.14,1.12,44.0,0.38,0.05,0.08,0.65,0.02,1.33,0.07,5.3,0.26,0.16
2010-10-12,0.12,,34,0.47,0.22,0.16,,0.75,0.29,0.03,0.07,0.02,3.06,1.65,0.15,9.15,,1.91,1.56,0.26,5.82,0.05,0.48,,,0.14,9.2,0.07,0.14,1.12,44.0,0.38,0.05,0.08,0.7,0.02,1.33,0.07,5.3,0.25,0.16
2010-10-13,0.12,,34,0.47,0.22,0.16,,0.75,0.28,0.03,0.07,0.02,3.05,1.66,0.15,9.15,,1.9,1.56,0.26,5.82,0.05,0.48,,,0.14,9.2,0.07,0.14,1.12,44.0,0.38,0.05,0.08,0.7,0.02,1.33,0.07,5.3,0.25,0.16
2010-10-14,0.12,,34,0.47,0.22,0.16,,0.75,0.29,0.03,0.07,0.02,3.05,1.7,0.14,9.15,,1.9,1.56,0.25,5.83,0.05,0.48,,,0.14,9.2,0.07,0.14,1.12,44.2,0.38,0.05,0.08,0.7,0.02,1.33,0.07,5.3,0.25,0.16
2010-10-15,0.12,,34,0.47,0.22,0.16,,0.75,0.29,0.03,0.07,0.02,3.05,1.7,0.14,9.15,,1.85,1.56,0.25,5.91,0.05,0.48,,,0.14,9.2,0.07,0.14,1.12,44.2,0.38,0.05,0.08,0.68,0.02,1.33,0.07,5.35,0.24,0.16
2010-10-18,0.12,,34,0.47,0.22,0.16,,0.75,0.29,0.03,0.07,0.02,3.0,1.7,0.14,9.15,,1.91,1.56,0.25,5.91,0.05,0.48,,,0.14,9.2,0.07,0.14,1.15,44.2,0.38,0.05,0.08,0.67,0.02,1.33,0.07,5.36,0.24,0.16
2010-10-19,0.12,,34,0.47,0.22,0.16,,0.75,0.29,0.03,0.07,0.02,3.05,1.7,0.15,9.15,,1.9,1.56,0.25,5.93,0.05,0.48,,,0.14,9.2,0.07,0.14,1.15,44.2,0.38,0.05,0.08,0.68,0.02,1.33,0.07,5.38,0.24,0.16
2010-10-20,0.12,,34,0.47,0.19,0.16,,0.75,0.29,0.03,0.07,0.02,3.05,1.7,0.15,9.15,,1.9,1.56,0.25,5.94,0.05,0.47,,,0.14,9.2,0.07,0.14,1.15,44.2,0.38,0.05,0.08,0.67,0.02,1.33,0.07,5.38,0.26,0.16
2010-10-21,0.11,,34,0.47,0.19,0.16,,0.75,0.28,0.03,0.07,0.02,3.05,1.7,0.15,9.15,,1.9,1.56,0.25,6.0,0.05,0.47,,,0.14,9.21,0.07,0.14,1.15,44.2,0.38,0.05,0.08,0.67,0.02,1.33,0.07,5.45,0.27,0.16
2010-10-22,0.11,,34,0.47,0.19,0.16,,0.7,0.29,0.03,0.07,0.02,3.0,1.75,0.14,9.17,,1.9,1.56,0.25,6.07,0.05,0.47,,,0.14,9.35,0.07,0.14,1.15,44.2,0.38,0.05,0.08,0.67,0.02,1.33,0.07,5.45,0.3,0.16
2010-10-25,0.11,,34,0.47,0.19,0.16,,0.72,0.29,0.03,0.07,0.02,3.0,1.75,0.14,9.17,,1.9,1.56,0.26,6.07,0.05,0.47,,,0.14,9.35,0.07,0.14,1.15,44.2,0.38,0.05,0.08,0.67,0.02,1.33,0.07,5.45,0.3,0.16
2010-10-26,0.11,,34,0.47,0.19,0.16,,0.75,0.29,0.03,0.07,0.02,3.01,1.75,0.14,9.17,,1.9,1.56,0.25,6.07,0.05,0.47,,,0.14,9.35,0.07,0.14,1.15,44.2,0.38,0.05,0.08,0.66,0.02,1.33,0.07,5.45,0.3,0.16
2010-10-27,0.11,,34,0.47,0.19,0.16,,0.78,0.29,0.03,0.07,0.02,3.01,1.85,0.15,9.17,,1.9,1.56,0.25,6.07,0.05,0.47,,,0.14,9.35,0.07,0.14,1.15,44.3,0.38,0.05,0.08,0.66,0.02,1.33,0.07,5.45,0.3,0.16
2010-10-28,0.11,,34,0.48,0.19,0.16,,0.78,0.28,0.03,0.07,0.02,3.2,1.85,0.14,9.17,,1.91,1.56,0.25,6.07,0.05,0.47,,,0.14,9.35,0.07,0.14,1.15,44.41,0.38,0.05,0.08,0.65,0.02,1.33,0.07,5.45,0.3,0.16
2010-10-29,0.11,,34,0.48,0.19,0.16,,0.78,0.28,0.03,0.07,0.02,3.05,1.85,0.15,9.17,,1.9,1.56,0.25,6.07,0.05,0.47,,,0.14,9.35,0.07,0.14,1.15,44.41,0.38,0.05,0.08,0.64,0.02,1.33,0.07,5.52,0.3,0.16
2010-11-01,0.11,,34,0.51,0.19,0.16,,0.75,0.29,0.03,0.07,0.02,3.0,1.85,0.14,9.17,,1.9,1.56,0.25,6.07,0.05,0.47,,,0.14,9.35,0.07,0.14,1.15,44.41,0.36,0.05,0.08,0.62,0.02,1.33,0.07,5.45,0.3,0.16
2010-11-02,0.11,,34,0.51,0.19,0.16,,0.75,0.29,0.03,0.07,0.02,3.0,1.85,0.14,9.17,,1.9,1.56,0.25,6.07,0.05,0.47,,,0.14,9.35,0.07,0.14,1.15,44.41,0.36,0.05,0.08,0.62,0.02,1.33,0.07,5.55,0.3,0.16
2010-11-03,0.11,,34,0.51,0.19,0.16,,0.75,0.3,0.03,0.07,0.02,3.0,1.9,0.15,9.18,,2.0,1.56,0.25,6.07,0.05,0.47,,,0.14,9.35,0.07,0.14,1.15,44.41,0.36,0.05,0.08,0.6,0.02,1.33,0.07,5.55,0.3,0.16
2010-11-04,0.11,,34,0.58,0.19,0.16,,0.75,0.3,0.03,0.07,0.02,3.0,1.96,0.15,9.19,,2.0,1.56,0.25,6.07,0.05,0.47,,,0.14,9.35,0.07,0.14,1.15,44.42,0.36,0.05,0.08,0.6,0.02,1.33,0.07,5.55,0.3,0.16
2010-11-05,0.11,,34,0.58,0.17,0.16,,0.75,0.3,0.03,0.07,0.02,3.02,2.01,0.15,9.22,,2.0,1.56,0.25,6.07,0.05,0.47,,,0.14,9.36,0.07,0.14,1.15,44.45,0.36,0.05,0.08,0.6,0.02,1.33,0.07,5.55,0.3,0.16
2010-11-08,0.11,,34,0.59,0.17,0.16,,0.75,0.28,0.03,0.07,0.02,3.02,2.01,0.14,9.23,,2.0,1.56,0.25,6.07,0.05,0.47,,,0.14,9.36,0.07,0.14,1.15,44.6,0.36,0.05,0.08,0.55,0.02,1.33,0.07,5.55,0.3,0.16
2010-11-09,0.11,,34,0.59,0.17,0.16,,0.75,0.29,0.03,0.07,0.02,3.02,2.01,0.15,9.25,,2.0,1.56,0.26,6.07,0.05,0.47,,,0.14,9.36,0.07,0.14,1.15,44.5,0.36,0.05,0.08,0.56,0.02,1.33,0.07,5.55,0.3,0.16
2010-11-10,0.11,,34,0.6,0.17,0.16,,0.75,0.3,0.03,0.07,0.02,3.02,2.01,0.14,9.26,,2.0,1.56,0.25,6.1,0.05,0.47,,,0.14,9.36,0.07,0.14,1.15,44.5,0.38,0.05,0.08,0.59,0.02,1.33,0.07,5.55,0.3,0.16
2010-11-11,0.11,,34,0.6,0.17,0.16,,0.74,0.3,0.03,0.07,0.02,3.04,2.01,0.14,9.26,,2.0,1.56,0.26,6.1,0.05,0.47,,,0.14,9.39,0.07,0.14,1.15,44.5,0.39,0.05,0.08,0.59,0.02,1.33,0.07,5.55,0.3,0.16
2010-11-12,0.11,,34,0.6,0.17,0.16,,0.74,0.29,0.03,0.07,0.02,3.0,2.01,0.14,9.26,,2.0,1.56,0.26,6.1,0.05,0.47,,,0.14,9.39,0.07,0.14,1.15,44.5,0.4,0.05,0.08,0.59,0.02,1.33,0.07,5.55,0.3,0.16
2010-11-15,0.11,,34,0.6,0.17,0.16,,0.74,0.29,0.03,0.07,0.02,3.0,2.01,0.14,9.3,,2.0,1.56,0.26,6.1,0.05,0.47,,,0.14,9.39,0.07,0.14,1.16,44.5,0.4,0.05,0.08,0.59,0.02,1.33,0.07,5.56,0.3,0.16
2010-11-17,0.11,,34,0.6,0.17,0.16,,0.74,0.29,0.03,0.07,0.02,3.0,0.42,0.14,9.3,,2.05,1.56,0.26,5.9,0.05,0.47,,,0.14,9.4,0.07,0.14,1.16,44.5,0.4,0.05,0.08,0.58,0.02,1.33,0.07,5.56,0.3,0.16
2010-11-18,0.11,,34,0.6,0.17,0.16,,0.74,0.29,0.03,0.07,0.02,3.0,0.46,0.15,9.3,,2.05,1.56,0.26,5.9,0.05,0.47,,,0.14,9.4,0.07,0.15,1.16,44.5,0.4,0.05,0.08,0.58,0.02,1.33,0.07,5.56,0.3,0.16
2010-11-19,0.11,,34,0.6,0.17,0.16,,0.74,0.29,0.03,0.07,0.02,3.0,0.53,0.15,9.3,,2.15,1.56,0.25,5.9,0.05,0.47,,,0.12,9.4,0.07,0.15,1.16,45.0,0.4,0.05,0.08,0.58,0.02,1.33,0.07,5.55,0.3,0.16
2010-11-22,0.11,,34,0.6,0.17,0.16,,0.74,0.29,0.03,0.07,0.02,3.0,0.6,0.15,9.3,,2.11,1.56,0.25,5.9,0.05,0.47,,,0.12,9.4,0.07,0.14,1.16,45.0,0.4,0.05,0.08,0.57,0.02,1.33,0.07,5.6,0.3,0.16
2010-11-23,0.11,,34,0.6,0.17,0.16,,0.74,0.31,0.02,0.07,0.02,3.0,0.61,0.15,9.3,,2.2,1.56,0.24,5.9,0.05,0.47,,,0.12,9.4,0.07,0.14,1.16,45.01,0.4,0.05,0.08,0.56,0.02,1.33,0.07,5.6,0.3,0.16
2010-11-24,0.11,,34,0.6,0.17,0.16,,0.74,0.31,0.02,0.07,0.02,3.0,0.6,0.15,9.3,,2.2,1.56,0.25,5.9,0.05,0.47,,,0.12,9.4,0.07,0.14,1.16,45.01,0.4,0.05,0.08,0.56,0.02,1.33,0.07,5.56,0.3,0.16
2010-11-25,0.11,,34,0.6,0.17,0.16,,0.74,0.31,0.02,0.07,0.02,3.0,0.6,0.14,9.37,,2.25,1.56,0.25,5.9,0.05,0.47,,,0.12,9.4,0.07,0.14,1.16,45.01,0.42,0.05,0.08,0.57,0.02,1.33,0.07,5.56,0.3,0.16
2010-11-26,0.11,,34,0.6,0.17,0.16,,0.7,0.3,0.02,0.07,0.02,3.01,0.6,0.14,9.51,,2.25,1.56,0.24,5.9,0.05,0.47,,,0.12,9.4,0.07,0.14,1.16,45.02,0.42,0.05,0.08,0.6,0.02,1.33,0.07,5.6,0.29,0.16
2010-11-29,0.11,,34,0.6,0.17,0.16,,0.71,0.3,0.02,0.07,0.02,2.99,0.58,0.15,9.54,,2.25,1.56,0.25,5.9,0.05,0.47,,,0.12,9.4,0.07,0.14,1.16,45.11,0.42,0.05,0.08,0.6,0.02,1.33,0.07,5.6,0.29,0.16
2010-11-30,0.11,,34,0.6,0.17,0.16,,0.7,0.3,0.02,0.07,0.02,3.0,0.58,0.15,10.5,,2.3,1.56,0.23,5.9,0.05,0.47,,,0.12,9.4,0.07,0.14,1.16,45.13,0.42,0.05,0.08,0.6,0.02,1.33,0.07,5.6,0.3,0.16
2010-12-01,0.11,,34,0.6,0.17,0.16,,0.69,0.29,0.02,0.07,0.02,3.0,0.57,0.15,10.55,,2.3,1.56,0.24,5.9,0.05,0.45,,,0.12,9.45,0.07,0.14,1.16,45.13,0.41,0.05,0.08,0.61,0.02,1.33,0.07,5.61,0.28,0.16
2010-12-02,0.11,,34,0.6,0.17,0.16,,0.65,0.3,0.02,0.07,0.02,3.01,0.57,0.14,10.55,,2.33,1.56,0.25,5.9,0.05,0.45,,,0.12,9.45,0.07,0.14,1.16,45.13,0.41,0.05,0.08,0.59,0.02,1.33,0.07,5.61,0.29,0.16
2010-12-06,0.11,,34,0.6,0.17,0.16,,0.65,0.29,0.02,0.07,0.02,3.0,0.57,0.14,10.55,,2.33,1.56,0.25,5.9,0.05,0.45,,,0.12,9.45,0.07,0.14,1.16,45.13,0.41,0.05,0.08,0.58,0.02,1.33,0.07,5.61,0.28,0.16
2010-12-07,0.11,,34,0.6,0.17,0.16,,0.65,0.29,0.02,0.07,0.02,3.0,0.57,0.14,10.55,,2.6,1.56,0.25,5.9,0.05,0.45,,,0.12,9.45,0.07,0.14,1.16,45.13,0.42,0.05,0.08,0.59,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-08,0.11,,34,0.6,0.16,0.16,,0.65,0.29,0.02,0.07,0.02,3.0,0.57,0.14,10.57,,2.7,1.56,0.24,5.9,0.05,0.45,,,0.12,9.45,0.07,0.14,1.16,45.5,0.42,0.05,0.08,0.59,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-09,0.11,,34,0.6,0.16,0.16,,0.7,0.3,0.02,0.07,0.02,3.0,0.57,0.14,10.57,,2.73,1.56,0.24,5.9,0.05,0.45,,,0.12,9.45,0.07,0.14,1.16,45.4,0.42,0.05,0.08,0.59,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-10,0.11,,34,0.6,0.17,0.16,,0.72,0.29,0.02,0.07,0.02,3.0,0.57,0.15,10.57,,2.69,1.56,0.24,5.9,0.05,0.45,,,0.12,9.51,0.07,0.14,1.16,45.4,0.43,0.05,0.08,0.59,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-13,0.1,,34,0.6,0.16,0.16,,0.72,0.29,0.02,0.07,0.02,3.0,0.55,0.15,10.57,,2.61,1.56,0.24,5.9,0.05,0.45,,,0.12,9.51,0.07,0.14,1.16,45.4,0.42,0.05,0.08,0.58,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-14,0.1,,34,0.6,0.14,0.16,,0.72,0.3,0.02,0.07,0.02,3.0,0.55,0.14,2.02,,2.61,1.56,0.24,5.9,0.05,0.45,,,0.1,9.62,0.07,0.14,1.16,45.5,0.43,0.05,0.08,0.55,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-15,0.1,,34,0.6,0.12,0.16,,0.72,0.3,0.02,0.07,0.02,3.0,0.55,0.14,2.32,,2.36,1.56,0.24,5.9,0.05,0.45,,,0.1,9.62,0.07,0.14,1.16,45.5,0.43,0.05,0.08,0.56,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-16,0.1,,34,0.6,0.12,0.16,,0.72,0.3,0.02,0.07,0.02,3.0,0.5,0.15,2.66,,2.45,1.56,0.25,5.9,0.05,0.45,,,0.1,9.62,0.07,0.14,1.16,45.5,0.43,0.05,0.08,0.58,0.02,1.33,0.07,5.7,0.29,0.16
2010-12-17,0.1,,34,0.6,0.12,0.16,,0.72,0.31,0.02,0.07,0.02,3.0,0.5,0.15,2.77,,2.4,1.56,0.26,5.9,0.05,0.45,,,0.1,9.62,0.07,0.13,1.16,45.05,0.43,0.05,0.08,0.62,0.02,1.33,0.07,5.7,0.29,0.16
2010-12-20,0.1,,34,0.6,0.11,0.16,,0.72,0.31,0.02,0.07,0.03,3.0,0.5,0.14,2.58,,2.6,1.56,0.25,5.9,0.05,0.45,,,0.1,9.76,0.07,0.13,1.16,45.05,0.43,0.05,0.08,0.62,0.02,1.33,0.07,5.7,0.27,0.16
2010-12-21,0.1,,34,0.6,0.12,0.16,,0.72,0.31,0.02,0.07,0.03,3.0,0.5,0.14,2.53,,2.5,1.56,0.25,5.9,0.05,0.45,,,0.1,9.76,0.07,0.13,1.16,45.05,0.43,0.05,0.08,0.64,0.02,1.33,0.07,5.7,0.27,0.16
2010-12-22,0.1,,34,0.6,0.11,0.16,,0.75,0.31,0.02,0.07,0.03,3.0,0.5,0.14,2.4,,2.5,1.56,0.25,5.9,0.05,0.45,,,0.1,10.0,0.07,0.13,1.2,45.05,0.43,0.05,0.08,0.64,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-23,0.1,,34,0.6,0.11,0.16,,0.75,0.32,0.02,0.07,0.03,3.02,0.5,0.14,2.3,,2.5,1.56,0.26,5.9,0.05,0.45,,,0.1,10.0,0.07,0.13,1.2,45.15,0.43,0.05,0.08,0.64,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-24,0.1,,34,0.6,0.11,0.16,,0.75,0.32,0.02,0.07,0.02,3.0,0.48,0.14,2.3,,2.51,1.56,0.26,5.9,0.05,0.45,,,0.1,10.0,0.07,0.13,1.2,45.15,0.43,0.05,0.08,0.64,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-29,0.1,,34,0.6,0.11,0.16,,0.75,0.32,0.02,0.07,0.02,3.05,0.5,0.14,2.46,,2.51,1.56,0.27,5.9,0.05,0.45,,,0.1,10.0,0.07,0.13,1.2,45.15,0.43,0.05,0.08,0.64,0.02,1.33,0.07,5.7,0.28,0.16
2010-12-30,0.1,,34,0.6,0.11,0.16,,0.75,0.32,0.02,0.07,0.02,3.0,0.5,0.14,2.47,,2.6,1.56,0.27,5.9,0.05,0.44,,,0.1,10.0,0.07,0.13,1.2,45.15,0.43,0.05,0.08,0.64,0.02,1.33,0.07,5.7,0.3,0.16
2010-12-31,0.1,,34,0.6,0.13,0.16,,0.78,0.38,0.03,0.07,0.02,3.01,0.5,0.14,2.39,,2.62,1.56,0.29,5.2,0.05,0.36,,,0.1,10.94,0.07,0.17,1.2,45.18,0.47,0.04,0.08,0.6,0.02,1.33,0.07,5.69,0.28,0.16
