DATE,Texc
22/01/2016,0.00489
26/01/2016,-0.00489
27/01/2016,0
28/01/2016,-0.004914
29/01/2016,0.009804
02/02/2016,0
03/02/2016,-0.0098523
04/02/2016,-0.0049628
05/02/2016,0.0049628
09/02/2016,-0.0049875
10/02/2016,0
11/02/2016,0
12/02/2016,0
16/02/2016,0.0099503
17/02/2016,0
18/02/2016,0
19/02/2016,0
23/02/2016,0
24/02/2016,0
25/02/2016,0
26/02/2016,0.009804
29/02/2016,0
01/03/2016,0
02/03/2016,0
03/03/2016,-0.00489
04/03/2016,0
08/03/2016,-0.004914
09/03/2016,0.004914
11/03/2016,0.0049628
14/03/2016,0
15/03/2016,0
16/03/2016,-0.0049628
17/03/2016,-0.0049875
18/03/2016,0.0049875
21/03/2016,0.0049628
22/03/2016,0
23/03/2016,0
24/03/2016,0.0049382
29/03/2016,0
30/03/2016,-0.0049628
31/03/2016,0.0049628
01/04/2016,-0.0099503
04/04/2016,0.0049875
05/04/2016,0
06/04/2016,0
07/04/2016,0.0049628
11/04/2016,-0.0099503
12/04/2016,0
13/04/2016,0.0049875
14/04/2016,0.0049628
15/04/2016,-0.0049628
18/04/2016,0
19/04/2016,0
20/04/2016,0.0049628
21/04/2016,0
22/04/2016,0.0049382
25/04/2016,-0.0049382
26/04/2016,0
27/04/2016,0
28/04/2016,-0.0049628
29/04/2016,-0.0100001
03/05/2016,0.0050125
04/05/2016,0
05/05/2016,0.0049875
06/05/2016,0.0049628
09/05/2016,0
10/05/2016,0
11/05/2016,0
12/05/2016,0.0098523
13/05/2016,0.00489
16/05/2016,0.0048662
17/05/2016,0
18/05/2016,0.0048426
19/05/2016,0.0048193
20/05/2016,-0.0048193
23/05/2016,0
24/05/2016,0.0048193
26/05/2016,0
27/05/2016,0.0047733
31/05/2016,0.0094787
02/06/2016,0.0093899
03/06/2016,-0.0046839
08/06/2016,-0.0141848
09/06/2016,0.028171
10/06/2016,0
13/06/2016,-0.0046404
14/06/2016,0.0046404
15/06/2016,0
16/06/2016,0.0046189
17/06/2016,-0.0092593
20/06/2016,0
21/06/2016,0.0046404
23/06/2016,-0.004662
24/06/2016,0.018519
27/06/2016,0.0181823
28/06/2016,-0.0045147
29/06/2016,-0.0136676
30/06/2016,0.0045767
08/07/2016,0.009091
12/07/2016,0
13/07/2016,0
14/07/2016,0
15/07/2016,0.0090498
18/07/2016,0
19/07/2016,0.0044944
20/07/2016,-0.0044944
21/07/2016,0.0044944
22/07/2016,0.0044743
26/07/2016,0
27/07/2016,-0.0044743
28/07/2016,0
29/07/2016,-0.0090091
02/08/2016,-0.0045351
03/08/2016,0.0090498
04/08/2016,0
05/08/2016,0
08/08/2016,-0.0045147
09/08/2016,0
10/08/2016,-0.0045351
11/08/2016,0.0045351
12/08/2016,0
16/08/2016,-0.009091
17/08/2016,0
18/08/2016,-0.0045767
19/08/2016,0.0045767
22/08/2016,0
23/08/2016,0
24/08/2016,0.0045558
25/08/2016,-0.0045558
26/08/2016,0.009091
29/08/2016,0
30/08/2016,0
31/08/2016,0
01/09/2016,-0.0045351
02/09/2016,0.0045351
07/09/2016,0
08/09/2016,0
09/09/2016,0
15/09/2016,0
16/09/2016,0.0045351
19/09/2016,0
20/09/2016,0
22/09/2016,0.0045351
23/09/2016,-0.0045351
26/09/2016,0
27/09/2016,0.0045351
28/09/2016,-0.0045351
29/09/2016,0
30/09/2016,0
04/10/2016,0.0045351
05/10/2016,0
06/10/2016,0.0045147
07/10/2016,-0.0045147
11/10/2016,0.0090091
12/10/2016,0.0044743
13/10/2016,-0.0044743
14/10/2016,0.0044743
18/10/2016,0
19/10/2016,0
21/10/2016,0
24/10/2016,0
25/10/2016,0
26/10/2016,-0.0044346
27/10/2016,0.0044346
28/10/2016,-0.0044346
31/10/2016,0
01/11/2016,-0.0044543
03/11/2016,0
04/11/2016,0
07/11/2016,0.0044743
08/11/2016,0
09/11/2016,0.008889
10/11/2016,0
14/11/2016,0.013187
15/11/2016,-0.0043764
16/11/2016,0.0043764
17/11/2016,0
21/11/2016,-0.0043573
22/11/2016,0
23/11/2016,0.0043573
25/11/2016,-0.0043573
28/11/2016,0
29/11/2016,0
30/11/2016,0.0086957
05/12/2016,0.0043573
06/12/2016,0.0043384
07/12/2016,-0.0043384
08/12/2016,0.0043384
09/12/2016,0.0043197
13/12/2016,-0.0086581
14/12/2016,0.0043384
15/12/2016,0.0043197
16/12/2016,0
19/12/2016,0
20/12/2016,0
21/12/2016,0
22/12/2016,0
23/12/2016,-0.0043197
28/12/2016,0.0129034
29/12/2016,-0.0129034
30/12/2016,-0.0043384
03/01/2017,0.0257525
04/01/2017,-0.0214141
05/01/2017,-0.0086957
06/01/2017,0.0043573
10/01/2017,0
11/01/2017,-0.0172418
12/01/2017,-0.0043573
13/01/2017,0.0130153
17/01/2017,-0.0043197
18/01/2017,0.0043197
19/01/2017,-0.0173917
20/01/2017,0
24/01/2017,0.0174677
25/01/2017,-0.0174677
26/01/2017,0.0174677
27/01/2017,0
30/01/2017,-0.0130721
31/01/2017,0.0043764
02/02/2017,0
03/02/2017,-0.0043764
06/02/2017,0
07/02/2017,0
08/02/2017,-0.0043956
10/02/2017,0
13/02/2017,0.0043764
14/02/2017,0
15/02/2017,0
16/02/2017,-0.0043764
17/02/2017,0
21/02/2017,0.0130721
22/02/2017,-0.0043384
23/02/2017,-0.0043573
28/02/2017,0.0086957
02/03/2017,0.0043197
03/03/2017,-0.0130153
07/03/2017,0
08/03/2017,0
09/03/2017,0.0043573
10/03/2017,-0.0087337
13/03/2017,0.0087337
14/03/2017,0.0086581
15/03/2017,-0.0130153
16/03/2017,-0.008772
17/03/2017,0.0131293
21/03/2017,-0.0175443
22/03/2017,0
23/03/2017,-0.0044346
24/03/2017,0.0044346
27/03/2017,-0.0044346
28/03/2017,0
30/03/2017,0.0043956
31/03/2017,0
03/04/2017,0.0259755
04/04/2017,-0.0259755
05/04/2017,-0.0043956
06/04/2017,0.0043956
07/04/2017,0.0087337
10/04/2017,0
11/04/2017,-0.0043573
12/04/2017,0.0173164
13/04/2017,0.0085471
19/04/2017,0.0043384
20/04/2017,0.0423793
21/04/2017,0.0446321
24/04/2017,-0.0957071
25/04/2017,0.0343381
26/04/2017,0.0084035
27/04/2017,0
28/04/2017,0.028868
02/05/2017,-0.028868
03/05/2017,0
04/05/2017,0
05/05/2017,0.0083334
08/05/2017,0.0041407
09/05/2017,-0.0041407
10/05/2017,0.0082645
11/05/2017,-0.0041237
12/05/2017,0.024491
15/05/2017,0.0040241
16/05/2017,-0.0285152
17/05/2017,0.0325232
18/05/2017,-0.0283995
19/05/2017,0
22/05/2017,0
23/05/2017,0
24/05/2017,0.0041068
26/05/2017,-0.0163268
30/05/2017,0.0081968
31/05/2017,0
02/06/2017,-0.0041068
06/06/2017,0.0041068
09/06/2017,0.00409
12/06/2017,0
13/06/2017,0
14/06/2017,0
15/06/2017,0.0040733
16/06/2017,0
19/06/2017,0.0040568
20/06/2017,-0.0040568
21/06/2017,0
22/06/2017,0.0121213
23/06/2017,-0.0040241
28/06/2017,-0.0040404
29/06/2017,-0.0204506
30/06/2017,0.0204506
05/07/2017,0.0041068
06/07/2017,-0.0041068
07/07/2017,0
10/07/2017,0.0041068
12/07/2017,0.0041068
13/07/2017,0.0162605
14/07/2017,-0.0040404
17/07/2017,0
18/07/2017,-0.0204506
19/07/2017,0.0041237
20/07/2017,0.0122701
21/07/2017,-0.0163938
24/07/2017,0.0204506
26/07/2017,-0.0081301
27/07/2017,-0.0123205
28/07/2017,0.0082305
31/07/2017,-0.0291082
01/08/2017,0.0125789
02/08/2017,-0.0041754
03/08/2017,0.0041754
04/08/2017,0
07/08/2017,-0.0041754
09/08/2017,-0.0083334
10/08/2017,0.0247946
11/08/2017,-0.0206193
14/08/2017,0.0206193
15/08/2017,0.0040733
16/08/2017,-0.0040733
17/08/2017,-0.0164613
18/08/2017,0.0205346
21/08/2017,-0.0246926
22/08/2017,0.0206193
23/08/2017,-0.00409
24/08/2017,0.00409
25/08/2017,-0.0081968
28/08/2017,-0.0041237
29/08/2017,0.0163938
30/08/2017,-0.0081633
31/08/2017,-0.0041068
05/09/2017,0.0081968
06/09/2017,0
12/09/2017,0.0123205
13/09/2017,0.0040733
14/09/2017,-0.0081633
15/09/2017,0.0081633
18/09/2017,-0.0122701
19/09/2017,-0.0041237
20/09/2017,0.0163938
22/09/2017,-0.0081633
25/09/2017,0.0081633
26/09/2017,0.0040568
27/09/2017,0
28/09/2017,-0.0081301
29/09/2017,0.0121705
02/10/2017,0
03/10/2017,0.0040241
04/10/2017,-0.0080646
05/10/2017,0.0040404
06/10/2017,0.0040241
10/10/2017,0
11/10/2017,-0.0040241
12/10/2017,-0.0040404
13/10/2017,0.0080646
17/10/2017,0.0040404
18/10/2017,0.0040241
23/10/2017,0
24/10/2017,0
27/10/2017,0
30/10/2017,0
31/10/2017,0
03/11/2017,0.0159366
06/11/2017,-0.0159366
07/11/2017,0.008
08/11/2017,0.0079366
09/11/2017,-0.0119286
10/11/2017,0
13/11/2017,0.0079681
14/11/2017,-0.0079681
15/11/2017,-0.0040081
16/11/2017,0
17/11/2017,0.0040081
20/11/2017,0.0079681
21/11/2017,0
22/11/2017,-0.0079681
24/11/2017,-0.0040081
27/11/2017,0.0040081
29/11/2017,0
04/12/2017,0.0040081
05/12/2017,0.0079681
06/12/2017,0
07/12/2017,0
08/12/2017,-0.0079681
11/12/2017,0.0079681
13/12/2017,-0.0079366
14/12/2017,-0.008
15/12/2017,0.0040081
18/12/2017,-0.0040081
19/12/2017,-0.0040241
20/12/2017,0
21/12/2017,0.0120242
22/12/2017,-0.0120242
27/12/2017,0.003992
28/12/2017,-0.0120242
29/12/2017,-0.0080972
03/01/2018,0.0120242
04/01/2018,-0.0241947
05/01/2018,0.0161946
09/01/2018,-0.0160646
10/01/2018,-0.0040568
11/01/2018,-0.0040733
12/01/2018,0.0161946
16/01/2018,-0.0161946
19/01/2018,0.0082305
23/01/2018,-0.0164613
24/01/2018,-0.0083334
25/01/2018,0
26/01/2018,0.0041754
29/01/2018,0
30/01/2018,0
02/02/2018,0
05/02/2018,0.0167369
06/02/2018,-0.0083334
07/02/2018,0.0041754
08/02/2018,0
09/02/2018,0.004158
12/02/2018,0.0041407
14/02/2018,-0.0167369
15/02/2018,0.0125789
20/02/2018,0.0167369
21/02/2018,-0.0083334
22/02/2018,0
27/02/2018,0.0041754
28/02/2018,0.004158
01/03/2018,-0.004158
02/03/2018,0.0082988
05/03/2018,-0.0041407
07/03/2018,0.004158
08/03/2018,-0.0083334
09/03/2018,0.0041754
13/03/2018,0
14/03/2018,0
15/03/2018,0.0082645
16/03/2018,0
19/03/2018,-0.0165979
21/03/2018,0
22/03/2018,0.0041754
23/03/2018,-0.0041754
26/03/2018,-0.0041929
27/03/2018,0.0125263
28/03/2018,0.0123712
29/03/2018,-0.0165293
03/04/2018,-0.0165293
04/04/2018,0
05/04/2018,0.004158
06/04/2018,0.0082645
10/04/2018,-0.0165979
11/04/2018,0
12/04/2018,0.0041754
13/04/2018,0.0124225
16/04/2018,-0.0165979
17/04/2018,0
18/04/2018,0.0041754
19/04/2018,0
20/04/2018,0.004158
23/04/2018,0.0041407
24/04/2018,-0.0041407
25/04/2018,0.0082645
26/04/2018,0
27/04/2018,0
30/04/2018,0.0283995
02/05/2018,-0.0161294
03/05/2018,0
04/05/2018,0.0040568
07/05/2018,0.0318752
08/05/2018,-0.0198026
09/05/2018,0.0237164
10/05/2018,-0.0277245
11/05/2018,0
14/05/2018,0.0040081
15/05/2018,0.0276151
16/05/2018,-0.019647
17/05/2018,0
18/05/2018,0
21/05/2018,0
22/05/2018,0.0235305
23/05/2018,0.007722
24/05/2018,0
29/05/2018,0.0078126
30/05/2018,0.0154443
31/05/2018,0
05/06/2018,0
06/06/2018,0
07/06/2018,0.0077822
08/06/2018,-0.0077822
11/06/2018,0
12/06/2018,0.0038987
13/06/2018,0.0038835
14/06/2018,0.0305368
18/06/2018,-0.0266683
19/06/2018,0.0115165
21/06/2018,-0.0038388
22/06/2018,0
25/06/2018,0
26/06/2018,0.0038388
27/06/2018,0.0038241
28/06/2018,0
29/06/2018,0.0113854
03/07/2018,0.0113854
05/07/2018,-0.0152095
06/07/2018,0
09/07/2018,0
10/07/2018,0
12/07/2018,0.0188329
13/07/2018,-0.0188329
16/07/2018,0
17/07/2018,0.0075758
18/07/2018,0
19/07/2018,0
20/07/2018,-0.0037807
23/07/2018,0
24/07/2018,0
25/07/2018,0
26/07/2018,0.0187623
27/07/2018,0
01/08/2018,0.0036969
06/08/2018,0.0110093
07/08/2018,-0.0110093
08/08/2018,0.0036833
09/08/2018,0.007326
10/08/2018,0.0072727
14/08/2018,0.0036167
16/08/2018,-0.0036036
17/08/2018,-0.0036167
20/08/2018,0
23/08/2018,0
24/08/2018,-0.0072727
27/08/2018,0
28/08/2018,0.0072727
29/08/2018,-0.0072727
30/08/2018,0.003643
31/08/2018,0.0036297
04/09/2018,0.0036167
05/09/2018,0
06/09/2018,0
07/09/2018,0.0036036
13/09/2018,-0.0071943
17/09/2018,-0.0036036
18/09/2018,0.0036036
19/09/2018,0.0035907
20/09/2018,-0.010811
24/09/2018,0
25/09/2018,0.0036036
26/09/2018,0
27/09/2018,0.0071685
28/09/2018,0
01/10/2018,0.003565
02/10/2018,0
03/10/2018,0.0035524
04/10/2018,-0.0035524
05/10/2018,0
09/10/2018,0.0070922
11/10/2018,-0.0035398
12/10/2018,0.0035398
16/10/2018,-0.0035398
17/10/2018,0.0070672
18/10/2018,0.0070175
19/10/2018,-0.0070175
22/10/2018,0
23/10/2018,0
24/10/2018,0.0070175
25/10/2018,0
26/10/2018,0
29/10/2018,0
30/10/2018,0
31/10/2018,0.0034904
01/11/2018,-0.0034904
05/11/2018,0
06/11/2018,0
08/11/2018,0
09/11/2018,0.0068966
13/11/2018,0.0034305
14/11/2018,-0.0034305
15/11/2018,0.0034305
16/11/2018,-0.0068729
21/11/2018,0.0034424
23/11/2018,0.0068493
26/11/2018,0
27/11/2018,0.0034071
28/11/2018,-0.0034071
30/11/2018,0.0102216
03/12/2018,0
04/12/2018,0.003384
05/12/2018,0
06/12/2018,0
10/12/2018,0
11/12/2018,0.0033728
13/12/2018,-0.0033728
14/12/2018,0.0067341
17/12/2018,0
18/12/2018,0
19/12/2018,0
20/12/2018,-0.0033613
21/12/2018,0.0033613
24/12/2018,-0.0033613
27/12/2018,-0.0033389
28/12/2018,-0.00335
31/12/2018,0.00335
03/01/2019,0.0033058
04/01/2019,-0.0066226
09/01/2019,-0.0066667
10/01/2019,0.0033389
11/01/2019,0
15/01/2019,0.0033277
16/01/2019,0
17/01/2019,0
18/01/2019,0.0033168
22/01/2019,0.0033058
23/01/2019,-0.0033058
24/01/2019,0.0033058
25/01/2019,-0.0066226
29/01/2019,-0.0033058
30/01/2019,0
31/01/2019,-0.0033168
04/02/2019,0.0033058
06/02/2019,0.006579
07/02/2019,0
08/02/2019,0
11/02/2019,0.0032732
12/02/2019,-0.0032732
13/02/2019,0.0065359
14/02/2019,-0.0032626
15/02/2019,0
19/02/2019,-0.0032732
20/02/2019,-0.0032841
21/02/2019,0
22/02/2019,0
26/02/2019,0
27/02/2019,-0.0032949
28/02/2019,0
01/03/2019,0
05/03/2019,0
07/03/2019,0.006579
08/03/2019,-0.0032841
11/03/2019,-0.0066007
13/03/2019,0
14/03/2019,0.0033058
15/03/2019,-0.0099503
18/03/2019,0
19/03/2019,0
21/03/2019,-0.0033389
22/03/2019,0.0066667
25/03/2019,-0.0033277
26/03/2019,0.0033277
27/03/2019,0.0033168
28/03/2019,0
29/03/2019,0
01/04/2019,-0.0033168
02/04/2019,0
03/04/2019,0
04/04/2019,0
05/04/2019,0.0033168
08/04/2019,-0.0066445
10/04/2019,0
11/04/2019,0
12/04/2019,0
15/04/2019,-0.0033389
16/04/2019,0.0033389
17/04/2019,-0.0033389
18/04/2019,0.0066667
23/04/2019,0.0033389
24/04/2019,0.0099503
25/04/2019,-0.0066226
26/04/2019,0
29/04/2019,0
30/04/2019,0.0033168
02/05/2019,-0.0099834
06/05/2019,0
07/05/2019,0
08/05/2019,0
09/05/2019,-0.0033389
10/05/2019,0
13/05/2019,-0.00335
15/05/2019,0
16/05/2019,0.00335
17/05/2019,0.0033389
20/05/2019,-0.0033389
21/05/2019,0
22/05/2019,0.0033389
23/05/2019,-0.0033389
28/05/2019,0
29/05/2019,0
30/05/2019,0.0033389
31/05/2019,-0.0033389
10/06/2019,0
11/06/2019,0
12/06/2019,0.0033728
13/06/2019,-0.0033728
14/06/2019,0.0033728
17/06/2019,0
18/06/2019,0
19/06/2019,0
20/06/2019,-0.0101525
21/06/2019,-0.0034071
24/06/2019,-0.0102917
25/06/2019,-0.0138892
26/06/2019,0.0069687
27/06/2019,0
28/06/2019,0
01/07/2019,-0.0034783
02/07/2019,0.0034783
03/07/2019,0.0034662
05/07/2019,0
08/07/2019,0
09/07/2019,0
10/07/2019,-0.0034662
12/07/2019,-0.0034662
15/07/2019,-0.0034783
16/07/2019,0.0069445
17/07/2019,-0.0069445
18/07/2019,-0.0034904
19/07/2019,0.0034904
22/07/2019,0.0034783
23/07/2019,0
24/07/2019,0
26/07/2019,0
29/07/2019,0
30/07/2019,0
31/07/2019,0.0034662
01/08/2019,0
02/08/2019,0
06/08/2019,0
07/08/2019,0
08/08/2019,0.0034904
09/08/2019,-0.0034904
14/08/2019,0.0034904
15/08/2019,0
16/08/2019,-0.0069931
19/08/2019,0.0069931
20/08/2019,-0.0034904
21/08/2019,0.0034904
22/08/2019,0
23/08/2019,-0.0069931
26/08/2019,0.0035026
27/08/2019,0
28/08/2019,0
29/08/2019,0.0034904
30/08/2019,0.0034783
04/09/2019,-0.0069687
05/09/2019,0
06/09/2019,-0.0035026
10/09/2019,-0.0034904
11/09/2019,0.0034904
12/09/2019,-0.0069931
16/09/2019,0.0035026
17/09/2019,-0.0035026
18/09/2019,0.0035026
19/09/2019,0
20/09/2019,0
24/09/2019,0
25/09/2019,0.0034904
26/09/2019,0.0034783
02/10/2019,-0.0035026
03/10/2019,0
04/10/2019,-0.0035149
08/10/2019,0
09/10/2019,-0.0035026
11/10/2019,-0.0035149
16/10/2019,0
17/10/2019,-0.0035274
18/10/2019,-0.0070922
22/10/2019,0
23/10/2019,0
24/10/2019,0
25/10/2019,0.0035398
28/10/2019,-0.0035398
29/10/2019,0
30/10/2019,0.0035398
31/10/2019,-0.0035398
04/11/2019,0.0035398
05/11/2019,0.0035274
06/11/2019,-0.0035274
08/11/2019,0.0070423
12/11/2019,0
13/11/2019,0
14/11/2019,-0.0035149
15/11/2019,0
19/11/2019,0.0035274
20/11/2019,0.0035149
21/11/2019,0
22/11/2019,-0.0035149
25/11/2019,0
26/11/2019,0
27/11/2019,0.0035149
29/11/2019,-0.0035149
02/12/2019,0
03/12/2019,0.0035149
04/12/2019,0
09/12/2019,0
10/12/2019,-0.0035149
11/12/2019,0
13/12/2019,-0.0035149
16/12/2019,0.0035149
17/12/2019,-0.0035149
18/12/2019,-0.0035274
19/12/2019,0.0070423
20/12/2019,0
23/12/2019,-0.0070423
27/12/2019,-0.0071174
30/12/2019,0
03/01/2020,0.0035907
06/01/2020,-0.0035907
09/01/2020,0.0035398
10/01/2020,-0.0070922
14/01/2020,0.0035524
15/01/2020,-0.0071174
17/01/2020,0.0071174
21/01/2020,0
22/01/2020,0
23/01/2020,0
24/01/2020,0.0035398
28/01/2020,0
29/01/2020,0.0035398
30/01/2020,0
31/01/2020,-0.0070922
03/02/2020,0
04/02/2020,0.0035524
05/02/2020,0.0070672
06/02/2020,-0.0035274
07/02/2020,0.0035274
12/02/2020,0.0035274
13/02/2020,0.0070175
14/02/2020,-0.0035026
18/02/2020,0
19/02/2020,0
20/02/2020,0.0069931
25/02/2020,-0.0035149
26/02/2020,0.0070175
27/02/2020,-0.0035026
28/02/2020,0.0035026
02/03/2020,-0.0070175
03/03/2020,-0.0035274
04/03/2020,0.0035274
05/03/2020,-0.0070672
09/03/2020,-0.0178895
10/03/2020,0.0178895
11/03/2020,-0.0071174
13/03/2020,0.0140847
16/03/2020,-0.0035026
17/03/2020,0.0104713
18/03/2020,0.0069205
19/03/2020,0.0136988
23/03/2020,-0.017153
24/03/2020,-0.0034662
26/03/2020,-0.0138892
27/03/2020,-0.0035026
30/03/2020,0.0069931
31/03/2020,-0.0034904
01/04/2020,0.0034904
02/04/2020,0.0103987
03/04/2020,-0.0034542
06/04/2020,0.0103271
07/04/2020,-0.0068729
08/04/2020,0.0034424
14/04/2020,-0.0069205
15/04/2020,0.0034662
16/04/2020,0.0034542
17/04/2020,-0.0034542
20/04/2020,0
21/04/2020,0
22/04/2020,0.0068966
23/04/2020,0
24/04/2020,-0.0034424
27/04/2020,0.0034424
28/04/2020,-0.0034424
29/04/2020,-0.0034542
30/04/2020,0.0034542
04/05/2020,-0.0034542
05/05/2020,0
06/05/2020,0.0068966
07/05/2020,-0.0068966
08/05/2020,0.0034542
11/05/2020,0.0034424
12/05/2020,-0.0034424
13/05/2020,0.0034424
14/05/2020,-0.0034424
15/05/2020,0.0034424
18/05/2020,-0.0068966
19/05/2020,-0.0034662
20/05/2020,-0.0034783
21/05/2020,0
22/05/2020,0.0103987
26/05/2020,-0.0034542
27/05/2020,-0.0069445
28/05/2020,-0.0034904
29/05/2020,0
02/06/2020,0
03/06/2020,-0.0070423
04/06/2020,-0.0035398
05/06/2020,0.0105821
08/06/2020,-0.0035149
09/06/2020,-0.0035274
10/06/2020,-0.0035398
11/06/2020,0.0105821
12/06/2020,-0.0035149
15/06/2020,0
16/06/2020,0.0035149
17/06/2020,0
18/06/2020,0.0035026
19/06/2020,0
22/06/2020,-0.0035026
24/06/2020,-0.0035149
25/06/2020,0.0035149
26/06/2020,0
29/06/2020,0.0035026
30/06/2020,0
01/07/2020,0
02/07/2020,-0.0035026
03/07/2020,0
06/07/2020,-0.0035149
07/07/2020,0
08/07/2020,-0.0035274
09/07/2020,0.0035274
10/07/2020,0
13/07/2020,-0.0035274
14/07/2020,-0.0035398
15/07/2020,0
16/07/2020,0.0035398
17/07/2020,-0.0035398
20/07/2020,0
21/07/2020,-0.0106952
22/07/2020,-0.0035907
23/07/2020,0
24/07/2020,-0.0036036
27/07/2020,-0.0072464
28/07/2020,0.0036297
29/07/2020,-0.0036297
03/08/2020,-0.010969
05/08/2020,-0.0219789
06/08/2020,0
07/08/2020,0.0073801
10/08/2020,0.010969
11/08/2020,-0.010969
12/08/2020,-0.0036833
14/08/2020,0.0110093
17/08/2020,0.003643
18/08/2020,-0.010969
19/08/2020,0.0036697
21/08/2020,0.0036563
24/08/2020,0
25/08/2020,0.003643
26/08/2020,-0.0072993
27/08/2020,0
28/08/2020,0
31/08/2020,-0.007353
01/09/2020,0.007353
02/09/2020,0.0036563
03/09/2020,-0.0036563
04/09/2020,0
08/09/2020,0.0036563
09/09/2020,0
10/09/2020,0
11/09/2020,-0.0036563
15/09/2020,0.0036563
16/09/2020,-0.0036563
17/09/2020,0.0036563
18/09/2020,-0.0036563
22/09/2020,0.003643
23/09/2020,0.0036297
24/09/2020,0
25/09/2020,0
28/09/2020,0
29/09/2020,-0.0036297
30/09/2020,0.0036297
01/10/2020,0
02/10/2020,0
05/10/2020,-0.0072727
06/10/2020,0.0108894
07/10/2020,-0.0108894
08/10/2020,0
09/10/2020,0
13/10/2020,0.0072727
14/10/2020,-0.0036297
15/10/2020,0
21/10/2020,0.003643
22/10/2020,0.0036297
23/10/2020,-0.0036297
26/10/2020,0
27/10/2020,0
28/10/2020,0
30/10/2020,0.0072464
03/11/2020,-0.0036167
05/11/2020,0
06/11/2020,-0.003643
09/11/2020,0.003643
10/11/2020,-0.003643
12/11/2020,0
13/11/2020,0
16/11/2020,0
17/11/2020,0
19/11/2020,0
20/11/2020,0
23/11/2020,-0.0036563
24/11/2020,0
25/11/2020,0
27/11/2020,0
30/11/2020,-0.0036697
01/12/2020,0.0036697
02/12/2020,-0.0110499
08/12/2020,0
09/12/2020,0
10/12/2020,0
11/12/2020,0
14/12/2020,-0.0036969
15/12/2020,-0.0037106
16/12/2020,0
17/12/2020,0
18/12/2020,0
21/12/2020,0
22/12/2020,0
23/12/2020,0
24/12/2020,0.0037106
29/12/2020,0
30/12/2020,-0.0037244
31/12/2020,0.0037244
04/01/2021,0
05/01/2021,-0.0037244
06/01/2021,-0.0037383
11/01/2021,0
12/01/2021,0
13/01/2021,0
15/01/2021,0.0073801
19/01/2021,-0.0110907
20/01/2021,0.0074074
21/01/2021,-0.0074074
22/01/2021,0
26/01/2021,-0.0037106
27/01/2021,0.0037106
29/01/2021,0
02/02/2021,0.0036969
03/02/2021,0
04/02/2021,0.0036833
05/02/2021,-0.0036833
08/02/2021,0
09/02/2021,0
10/02/2021,-0.0036969
11/02/2021,0
16/02/2021,-0.0110907
17/02/2021,0.0037106
18/02/2021,0
19/02/2021,0.0036969
23/02/2021,0
24/02/2021,0
25/02/2021,0
26/02/2021,0.0073801
01/03/2021,0.0036697
02/03/2021,0
03/03/2021,0
04/03/2021,0.0072993
05/03/2021,-0.003643
09/03/2021,-0.003643
10/03/2021,0
15/03/2021,0
16/03/2021,0
17/03/2021,-0.0036563
18/03/2021,0.0036563
19/03/2021,0.003643
22/03/2021,-0.003643
23/03/2021,0.003643
24/03/2021,0
25/03/2021,0.01085
26/03/2021,-0.0072203
29/03/2021,0.0072203
30/03/2021,0
31/03/2021,0.0035907
01/04/2021,0
06/04/2021,-0.0036036
07/04/2021,0
08/04/2021,0
09/04/2021,0.0178895
12/04/2021,-0.0215062
14/04/2021,0
15/04/2021,0.010929
16/04/2021,0
19/04/2021,-0.0072727
20/04/2021,0
21/04/2021,0.003643
22/04/2021,0
23/04/2021,-0.010969
26/04/2021,0.0036697
27/04/2021,0.0036563
29/04/2021,0
30/04/2021,0.0072993
04/05/2021,0.003643
05/05/2021,0
06/05/2021,-0.003643
07/05/2021,-0.007326
10/05/2021,0.0036697
11/05/2021,-0.0036697
17/05/2021,0.0036697
18/05/2021,-0.0036697
19/05/2021,0
20/05/2021,0
21/05/2021,0
24/05/2021,0
25/05/2021,-0.0036833
26/05/2021,0.0036833
27/05/2021,0
28/05/2021,0
01/06/2021,0.0036697
04/06/2021,-0.0036563
08/06/2021,-0.0036697
09/06/2021,0.007326
10/06/2021,-0.0036563
11/06/2021,0.0072993
14/06/2021,0
15/06/2021,-0.003643
16/06/2021,0.0108894
17/06/2021,0
18/06/2021,0
21/06/2021,0.0036036
22/06/2021,-0.0072203
23/06/2021,0.0072203
24/06/2021,-0.0072203
25/06/2021,0.0036167
28/06/2021,0.0036036
29/06/2021,0
30/06/2021,0.0035907
01/07/2021,-0.0035907
02/07/2021,-0.0036036
06/07/2021,0.0036036
07/07/2021,0
08/07/2021,-0.0036036
09/07/2021,0.0036036
13/07/2021,0.01085
14/07/2021,0.0035907
15/07/2021,0
16/07/2021,-0.0035907
19/07/2021,0
22/07/2021,0
23/07/2021,0.0071685
26/07/2021,-0.0035778
27/07/2021,0
28/07/2021,-0.0071943
29/07/2021,-0.0036167
30/07/2021,0
03/08/2021,0.0036167
05/08/2021,0
06/08/2021,0.0035778
09/08/2021,-0.0035778
11/08/2021,0
12/08/2021,0
16/08/2021,-0.0035907
17/08/2021,0.0035907
18/08/2021,0
19/08/2021,0.0071428
20/08/2021,-0.0071428
23/08/2021,0.0035778
24/08/2021,0
25/08/2021,-0.0035778
26/08/2021,0.0071428
27/08/2021,-0.0107335
30/08/2021,0
31/08/2021,0.0035907
01/09/2021,0
02/09/2021,-0.0035907
03/09/2021,0
07/09/2021,0.0035907
08/09/2021,0
09/09/2021,0
10/09/2021,0
14/09/2021,0
